Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-12-05,00:00:35,18.3,27.98,29.48
2025-12-05,00:30:38,20.6,29.13,29.15
2025-12-05,01:00:35,18.1,28.84,28.64
2025-12-05,01:30:36,15.0,28.51,28.97
2025-12-05,02:00:40,16.1,29.53,28.94
2025-12-05,02:30:39,18.4,28.40,28.36
2025-12-05,03:00:38,16.8,27.70,28.71
2025-12-05,03:30:32,21.9,27.78,29.09
2025-12-05,04:00:33,15.1,28.90,28.80
2025-12-05,04:30:37,15.5,28.25,28.70
2025-12-05,05:00:33,15.6,28.43,28.82
2025-12-05,05:30:37,14.8,28.50,28.88
2025-12-05,06:00:36,18.7,28.77,29.25
2025-12-05,06:30:38,19.7,28.41,28.89
2025-12-05,07:00:34,17.2,28.84,28.91
2025-12-05,07:30:37,17.9,28.46,29.07
2025-12-05,08:00:32,16.3,28.57,29.30
2025-12-05,08:30:37,18.2,29.11,28.64
2025-12-05,09:00:37,19.5,28.75,28.77
2025-12-05,09:30:37,18.7,28.88,28.86
2025-12-05,10:00:34,23.4,28.86,28.68
2025-12-05,10:30:32,22.6,29.17,28.89
2025-12-05,11:00:34,26.6,29.07,28.96
2025-12-05,11:15:35,27.7,30.15,29.40
2025-12-05,11:30:44,28.9,28.54,29.20
2025-12-05,12:00:37,23.0,28.35,29.32
2025-12-05,12:30:46,28.4,28.69,28.84
2025-12-05,13:00:37,25.3,29.97,29.03
2025-12-05,13:30:37,23.7,28.53,28.94
2025-12-05,13:50:29,25.2,29.06,28.77
2025-12-05,14:01:06,23.2,28.48,29.05
2025-12-05,14:31:01,19.0,29.37,29.14
2025-12-05,15:01:03,19.4,28.37,29.06
2025-12-05,15:31:01,28.1,28.83,30.75
2025-12-05,16:00:59,33.1,28.44,29.93
2025-12-05,16:31:14,28.8,30.87,28.95
2025-12-05,17:01:03,25.5,28.31,28.87
2025-12-05,17:30:41,0.0,0.00,0.00
2025-12-05,18:01:05,20.9,28.59,28.71
2025-12-05,18:31:05,23.3,28.45,29.50
2025-12-05,19:00:58,36.2,29.02,29.02
2025-12-05,19:31:01,26.6,28.18,29.11
2025-12-05,20:00:59,32.5,29.01,29.03
2025-12-05,20:31:04,36.2,28.42,29.67
2025-12-05,21:01:15,31.6,31.20,29.09
2025-12-05,21:31:05,39.5,29.12,29.81
2025-12-05,22:01:05,27.5,28.69,29.33
2025-12-05,22:31:03,25.0,28.84,30.31
2025-12-05,23:00:58,27.2,29.27,29.09
2025-12-05,23:31:07,18.3,27.35,28.87
