Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2026-01-06,00:00:36,28.4,28.70,28.40
2026-01-06,00:21:13,21.7,28.49,28.73
2026-01-06,00:30:40,21.7,28.82,28.86
2026-01-06,01:00:40,35.9,29.55,28.84
2026-01-06,01:30:38,36.1,31.22,28.92
2026-01-06,02:00:33,34.2,28.90,29.81
2026-01-06,02:30:36,39.9,28.87,29.63
2026-01-06,03:00:38,33.4,28.71,29.30
2026-01-06,03:30:39,35.6,29.91,29.53
2026-01-06,04:00:39,33.0,29.08,29.32
2026-01-06,04:30:39,36.1,28.88,31.29
2026-01-06,05:00:36,29.5,28.82,29.02
2026-01-06,05:30:34,29.8,29.13,28.86
2026-01-06,06:00:40,30.2,28.30,29.17
2026-01-06,06:30:36,20.2,29.41,29.06
2026-01-06,07:00:36,23.2,28.92,29.24
2026-01-06,07:30:40,22.9,28.94,28.75
2026-01-06,08:00:35,30.8,29.38,28.88
2026-01-06,08:18:28,29.6,30.85,29.01
2026-01-06,08:30:37,33.7,29.49,28.81
2026-01-06,09:00:38,47.3,30.95,29.14
2026-01-06,09:30:35,40.5,26.10,29.62
2026-01-06,10:00:29,26.1,27.31,29.13
2026-01-06,15:39:03,31.9,29.40,28.71
2026-01-06,16:00:40,28.3,30.58,28.87
2026-01-06,16:19:20,36.7,28.54,29.68
2026-01-06,16:30:39,37.2,10.04,29.75
2026-01-06,16:47:22,30.6,28.47,29.04
2026-01-06,18:00:53,26.7,20.91,29.98
2026-01-06,18:30:38,28.8,31.28,28.89
2026-01-06,19:00:44,35.0,27.52,30.36
2026-01-06,19:30:40,37.5,27.79,29.01
2026-01-06,20:00:51,74.9,13.00,31.20
2026-01-06,20:30:53,96.6,2.54,26.95
2026-01-06,21:00:44,85.2,3.78,18.88
2026-01-06,21:30:46,87.6,1.97,28.76
2026-01-06,22:00:44,87.1,1.36,29.82
2026-01-06,22:30:51,180.3,1.93,20.51
2026-01-06,23:00:42,63.8,15.34,22.79
2026-01-06,23:30:42,28.8,25.65,32.18
