Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-10-05,00:00:38,18.0,28.43,28.88
2025-10-05,00:30:38,22.7,28.71,29.22
2025-10-05,01:00:37,14.9,29.12,28.81
2025-10-05,01:30:37,18.3,28.44,28.90
2025-10-05,02:00:37,21.6,28.70,28.89
2025-10-05,02:30:35,18.2,28.50,29.54
2025-10-05,03:00:33,18.9,29.47,28.83
2025-10-05,03:30:41,15.5,28.74,28.73
2025-10-05,04:00:40,15.2,28.51,28.52
2025-10-05,04:30:34,19.0,29.04,28.63
2025-10-05,05:00:36,14.7,28.38,28.78
2025-10-05,05:30:41,20.8,28.46,28.99
2025-10-05,06:00:36,15.2,28.76,28.96
2025-10-05,06:30:36,18.2,28.50,28.93
2025-10-05,07:00:36,21.0,28.46,28.71
2025-10-05,07:30:39,20.7,28.50,28.75
2025-10-05,08:00:36,21.2,28.17,28.85
2025-10-05,08:30:39,19.8,28.70,30.13
2025-10-05,09:00:35,19.0,28.46,28.68
2025-10-05,09:30:37,15.1,28.37,28.80
2025-10-05,10:00:32,19.9,28.90,29.01
2025-10-05,10:30:36,18.9,28.81,29.21
2025-10-05,11:00:36,35.7,28.53,29.58
2025-10-05,11:30:35,22.7,28.87,29.62
2025-10-05,12:00:40,21.4,28.44,28.76
2025-10-05,12:30:39,20.1,26.66,30.11
2025-10-05,13:00:35,27.2,27.79,28.72
2025-10-05,13:30:38,29.2,28.85,30.00
2025-10-05,14:00:39,24.6,28.49,29.07
2025-10-05,14:30:35,15.6,28.48,29.37
2025-10-05,15:00:35,20.0,28.21,30.42
2025-10-05,15:30:38,17.0,28.90,28.81
2025-10-05,16:00:33,20.5,28.36,29.05
2025-10-05,16:30:40,24.1,28.33,29.29
2025-10-05,17:00:40,19.6,28.68,28.85
2025-10-05,17:30:42,21.1,28.68,28.83
2025-10-05,18:00:36,29.2,28.76,29.32
2025-10-05,18:30:36,17.5,28.38,29.77
2025-10-05,19:00:37,21.0,29.03,29.44
2025-10-05,19:21:26,0.0,0.00,0.00
2025-10-05,19:30:37,29.5,28.55,29.46
2025-10-05,20:00:35,29.1,15.43,29.69
2025-10-05,20:30:39,54.5,12.38,29.22
2025-10-05,21:00:43,30.2,16.95,29.45
2025-10-05,21:30:44,24.7,27.13,29.50
2025-10-05,22:00:44,47.9,21.61,31.51
2025-10-05,22:30:34,31.0,29.04,30.37
2025-10-05,23:00:36,31.6,28.06,30.57
2025-10-05,23:30:40,25.5,28.68,29.86
