Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-09-10,00:00:37,25.2,25.99,28.87
2025-09-10,00:30:40,20.3,27.60,28.37
2025-09-10,01:00:41,19.2,29.53,28.85
2025-09-10,01:30:45,30.5,30.66,28.75
2025-09-10,01:42:27,44.5,31.43,30.11
2025-09-10,02:00:36,26.2,28.64,28.78
2025-09-10,02:30:40,29.9,28.59,28.64
2025-09-10,03:08:38,20.8,28.39,28.69
2025-09-10,03:30:40,25.7,28.47,28.91
2025-09-10,04:00:39,26.1,28.41,29.02
2025-09-10,04:30:41,24.8,28.42,28.73
2025-09-10,05:00:39,22.9,28.59,29.05
2025-09-10,05:30:43,22.0,28.56,28.77
2025-09-10,06:00:36,22.9,28.54,28.68
2025-09-10,06:30:37,22.9,28.59,29.03
2025-09-10,07:00:38,26.4,28.54,28.81
2025-09-10,07:30:42,19.7,29.18,28.76
2025-09-10,08:00:38,27.8,29.16,28.73
2025-09-10,08:30:37,29.6,28.40,29.07
2025-09-10,09:00:40,32.0,28.42,28.47
2025-09-10,09:30:37,21.4,27.81,28.58
2025-09-10,10:00:38,22.5,28.47,28.38
2025-09-10,10:30:35,27.2,29.18,5.56
2025-09-10,11:00:38,20.0,28.38,27.79
2025-09-10,11:30:36,21.0,28.30,28.62
2025-09-10,12:00:32,26.1,28.94,28.68
2025-09-10,12:30:38,22.6,28.36,28.43
2025-09-10,13:00:36,20.4,27.79,28.33
2025-09-10,13:30:40,22.1,28.72,28.78
2025-09-10,14:00:35,20.8,28.26,29.21
2025-09-10,14:30:37,21.9,28.41,28.78
2025-09-10,15:00:38,16.9,29.28,28.74
2025-09-10,15:30:38,26.2,27.67,28.40
2025-09-10,16:10:51,21.6,28.33,28.68
2025-09-10,16:31:06,21.1,28.33,28.39
2025-09-10,17:01:05,22.7,27.76,28.84
2025-09-10,17:31:07,25.6,28.69,28.95
2025-09-10,18:01:07,20.2,28.39,28.67
2025-09-10,18:31:07,26.0,28.44,28.62
2025-09-10,19:01:04,17.8,27.53,28.79
2025-09-10,19:31:08,29.2,30.75,28.54
2025-09-10,20:01:06,27.8,27.68,27.59
2025-09-10,20:31:06,25.6,26.30,28.57
2025-09-10,21:01:08,28.7,26.40,27.91
2025-09-10,21:31:11,26.7,28.79,30.31
2025-09-10,22:01:07,24.9,26.13,28.50
2025-09-10,22:31:13,21.0,30.83,29.14
2025-09-10,23:01:04,24.4,26.93,28.61
2025-09-10,23:31:09,23.4,24.38,28.47
