Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2026-01-20,00:00:35,21.5,28.57,29.79
2026-01-20,00:30:37,19.8,28.33,29.12
2026-01-20,01:00:33,20.6,29.55,29.28
2026-01-20,01:30:43,23.0,28.73,29.35
2026-01-20,02:00:38,27.0,28.72,28.85
2026-01-20,02:30:36,26.1,28.41,29.55
2026-01-20,03:00:41,27.4,28.38,28.83
2026-01-20,03:30:40,28.9,31.07,28.78
2026-01-20,04:00:41,21.4,28.56,28.89
2026-01-20,04:30:37,20.1,28.68,28.78
2026-01-20,05:00:34,36.3,29.30,29.76
2026-01-20,05:30:36,28.2,28.53,29.72
2026-01-20,06:00:37,20.3,28.59,29.22
2026-01-20,06:30:41,28.8,29.21,28.99
2026-01-20,07:00:38,27.1,28.57,29.58
2026-01-20,07:30:45,28.6,30.60,29.04
2026-01-20,08:00:34,33.8,28.50,29.25
2026-01-20,08:30:37,26.7,28.36,28.38
2026-01-20,09:00:34,31.3,28.19,28.84
2026-01-20,09:30:40,32.1,23.35,30.56
2026-01-20,10:00:42,31.8,30.42,28.79
2026-01-20,10:30:38,22.6,28.52,28.74
2026-01-20,11:00:44,26.4,25.70,29.07
2026-01-20,11:30:36,20.2,28.85,29.22
2026-01-20,12:00:40,31.4,28.72,28.99
2026-01-20,12:30:34,28.5,28.39,29.14
2026-01-20,13:00:35,27.7,28.22,29.90
2026-01-20,13:30:41,34.2,29.18,28.87
2026-01-20,14:00:44,20.7,29.62,30.31
2026-01-20,14:30:48,33.5,24.82,29.96
2026-01-20,15:00:41,25.3,26.68,29.86
2026-01-20,15:30:44,33.7,30.07,30.10
2026-01-20,16:00:37,21.1,29.52,29.86
2026-01-20,16:30:39,30.7,29.44,29.25
2026-01-20,16:55:33,30.6,29.58,28.66
2026-01-20,17:00:38,21.0,29.18,30.09
2026-01-20,17:30:45,26.3,27.76,29.79
2026-01-20,18:00:36,35.2,30.40,30.16
2026-01-20,18:30:45,28.2,26.09,30.09
2026-01-20,19:00:46,27.8,28.61,28.90
2026-01-20,19:30:47,43.6,17.42,32.11
2026-01-20,20:00:41,30.0,14.27,31.34
2026-01-20,20:30:45,53.9,7.99,24.66
2026-01-20,21:00:45,48.7,0.95,30.04
2026-01-20,21:30:43,46.4,4.10,25.04
2026-01-20,22:00:42,135.7,6.25,29.80
2026-01-20,22:30:43,45.9,10.32,30.55
2026-01-20,23:00:40,34.7,27.23,29.65
2026-01-20,23:30:40,20.9,28.42,28.81
