Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-07-27,00:00:37,30.0,28.94,29.39
2025-07-27,00:30:43,19.8,28.36,29.02
2025-07-27,01:00:33,29.9,29.45,30.17
2025-07-27,01:30:45,19.9,28.49,28.85
2025-07-27,02:00:38,19.9,28.51,28.86
2025-07-27,02:30:40,19.9,28.43,28.58
2025-07-27,03:00:29,29.9,29.30,28.80
2025-07-27,03:30:41,19.9,28.54,28.72
2025-07-27,04:00:38,29.8,28.76,29.11
2025-07-27,04:30:43,19.9,28.56,28.92
2025-07-27,05:00:37,19.9,28.50,29.01
2025-07-27,05:30:41,19.9,28.58,28.99
2025-07-27,06:00:40,20.0,28.49,28.79
2025-07-27,06:30:45,21.5,28.47,28.84
2025-07-27,07:00:36,20.1,28.70,29.22
2025-07-27,07:30:43,19.9,28.56,29.60
2025-07-27,08:00:33,19.9,29.12,29.02
2025-07-27,08:30:40,19.8,28.44,28.84
2025-07-27,09:00:38,20.0,28.55,29.26
2025-07-27,09:30:34,28.9,28.29,28.66
2025-07-27,10:00:35,19.9,28.62,29.71
2025-07-27,10:30:36,19.9,28.58,29.71
2025-07-27,11:00:37,19.9,28.29,28.90
2025-07-27,11:30:42,39.8,28.81,28.84
2025-07-27,12:00:39,18.3,28.37,28.90
2025-07-27,12:30:36,18.4,28.45,28.70
2025-07-27,13:00:40,23.3,27.99,29.42
2025-07-27,13:30:38,25.0,28.53,28.84
2025-07-27,14:00:39,19.8,28.47,28.92
2025-07-27,14:30:45,19.9,28.06,28.86
2025-07-27,15:00:37,20.0,28.68,28.84
2025-07-27,15:30:40,21.0,28.51,28.68
2025-07-27,16:00:37,30.0,29.23,28.91
2025-07-27,16:30:43,20.0,28.52,28.73
2025-07-27,17:00:31,20.1,28.70,29.13
2025-07-27,17:30:48,19.9,28.72,29.19
2025-07-27,18:00:35,40.3,29.99,29.71
2025-07-27,18:30:42,26.7,28.42,28.87
2025-07-27,19:00:36,27.6,29.00,28.85
2025-07-27,19:30:41,20.9,27.77,30.22
2025-07-27,20:00:41,32.0,30.79,29.02
2025-07-27,20:30:50,34.4,29.95,31.92
2025-07-27,21:00:41,34.4,27.43,29.95
2025-07-27,21:30:41,30.4,25.74,30.07
2025-07-27,22:00:41,62.7,20.91,25.60
2025-07-27,22:30:50,28.5,19.18,32.06
2025-07-27,23:00:40,23.0,26.85,30.09
2025-07-27,23:30:44,19.5,28.54,29.00
