Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-09-26,00:00:38,24.6,28.15,28.68
2025-09-26,00:30:38,29.1,28.43,28.65
2025-09-26,01:00:43,27.2,30.88,28.64
2025-09-26,01:30:38,17.3,30.39,28.83
2025-09-26,02:00:35,19.0,29.38,28.72
2025-09-26,02:30:34,22.7,28.45,28.45
2025-09-26,03:00:37,20.6,28.71,28.69
2025-09-26,03:30:41,26.8,30.76,28.88
2025-09-26,04:00:41,21.6,31.55,28.80
2025-09-26,04:30:37,17.2,28.56,28.54
2025-09-26,05:00:34,24.7,28.60,28.60
2025-09-26,05:30:33,29.6,28.63,28.55
2025-09-26,06:00:37,23.7,28.57,28.41
2025-09-26,06:26:36,20.4,28.46,28.87
2025-09-26,06:30:35,19.3,28.42,28.90
2025-09-26,07:00:33,15.3,28.51,28.62
2025-09-26,07:30:35,18.5,28.68,28.45
2025-09-26,08:00:33,19.0,25.59,29.15
2025-09-26,08:30:37,17.4,28.44,28.53
2025-09-26,09:00:35,19.9,28.55,28.72
2025-09-26,09:30:37,27.8,27.44,28.66
2025-09-26,10:00:40,18.4,25.68,28.62
2025-09-26,10:30:33,40.0,28.27,28.91
2025-09-26,11:00:36,22.5,28.36,29.19
2025-09-26,11:24:31,38.5,30.94,28.87
2025-09-26,11:30:44,26.8,27.56,28.67
2025-09-26,12:10:44,35.6,28.44,28.87
2025-09-26,12:30:35,32.6,28.50,28.85
2025-09-26,13:00:42,26.4,28.52,28.98
2025-09-26,13:30:39,32.5,28.93,28.51
2025-09-26,14:00:48,32.6,29.50,29.87
2025-09-26,14:30:46,27.7,29.57,29.29
2025-09-26,15:00:45,26.5,29.13,29.66
2025-09-26,15:30:51,25.3,21.01,24.50
2025-09-26,15:30:57,48.1,23.54,20.01
2025-09-26,16:00:42,29.3,24.74,28.79
2025-09-26,16:30:46,34.1,27.35,18.57
2025-09-26,17:00:40,26.8,29.29,29.18
2025-09-26,17:30:37,28.5,29.47,29.26
2025-09-26,18:00:38,27.0,28.54,29.29
2025-09-26,18:30:40,31.1,30.28,29.25
2025-09-26,19:00:33,30.5,28.19,28.97
2025-09-26,19:30:41,38.9,30.12,29.21
2025-09-26,20:00:40,55.9,27.74,29.10
2025-09-26,20:30:44,36.0,26.96,30.63
2025-09-26,21:00:39,46.3,17.64,28.80
2025-09-26,21:30:44,42.2,22.44,30.63
2025-09-26,22:00:42,50.0,30.00,30.04
2025-09-26,22:30:35,30.4,27.97,29.20
2025-09-26,23:00:37,31.7,28.62,28.80
2025-09-26,23:30:37,27.4,28.47,28.77
