Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-09-09,00:00:35,23.1,27.18,28.90
2025-09-09,00:30:40,23.7,28.34,28.48
2025-09-09,01:00:37,22.9,28.48,28.57
2025-09-09,01:30:39,27.6,28.24,29.33
2025-09-09,02:00:41,18.0,28.02,28.76
2025-09-09,02:30:36,18.5,28.33,29.08
2025-09-09,03:00:39,16.3,28.50,28.45
2025-09-09,03:30:38,17.2,28.57,28.59
2025-09-09,04:00:39,14.7,28.54,28.58
2025-09-09,04:30:41,15.0,28.49,28.85
2025-09-09,05:00:38,18.8,28.53,28.47
2025-09-09,05:30:39,14.7,28.33,29.09
2025-09-09,06:00:35,16.6,28.55,28.81
2025-09-09,06:30:39,15.1,29.13,28.71
2025-09-09,07:00:38,23.6,28.77,28.60
2025-09-09,07:30:39,19.1,28.53,28.74
2025-09-09,08:00:37,18.0,28.57,28.63
2025-09-09,08:30:39,19.5,28.75,28.71
2025-09-09,09:00:36,17.6,28.51,28.91
2025-09-09,09:30:40,25.5,28.46,29.02
2025-09-09,10:00:34,19.0,28.83,29.21
2025-09-09,10:30:39,18.1,28.90,28.94
2025-09-09,11:00:38,28.4,29.20,28.88
2025-09-09,11:30:44,29.8,30.69,28.87
2025-09-09,12:00:35,28.4,28.46,29.39
2025-09-09,12:30:40,30.7,28.48,28.23
2025-09-09,13:00:43,25.8,12.96,28.68
2025-09-09,13:30:39,20.6,26.05,28.85
2025-09-09,14:00:38,22.9,28.52,28.74
2025-09-09,14:30:43,22.9,28.65,29.87
2025-09-09,15:00:34,20.4,29.16,29.38
2025-09-09,15:30:40,27.8,29.50,28.54
2025-09-09,16:00:38,22.3,28.48,28.59
2025-09-09,16:30:33,25.8,28.59,28.91
2025-09-09,16:40:38,29.8,28.58,28.93
2025-09-09,17:00:36,25.4,28.47,28.66
2025-09-09,17:30:43,32.5,28.58,29.05
2025-09-09,18:09:59,22.4,28.65,28.89
2025-09-09,18:30:42,31.7,28.80,28.83
2025-09-09,19:00:39,24.9,27.82,29.01
2025-09-09,19:34:24,34.6,30.01,29.15
2025-09-09,19:35:25,26.8,30.00,29.00
2025-09-09,19:48:09,23.5,20.08,28.94
2025-09-09,20:00:40,25.4,26.97,28.93
2025-09-09,20:30:44,37.2,23.96,28.39
2025-09-09,21:00:36,24.5,28.07,28.98
2025-09-09,21:30:35,29.8,29.00,29.24
2025-09-09,22:00:38,23.8,30.22,28.72
2025-09-09,22:30:38,22.7,29.05,29.03
2025-09-09,23:00:39,22.4,28.61,28.91
2025-09-09,23:30:37,23.1,27.31,29.03
