Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2026-01-21,00:00:40,15.6,25.35,29.35
2026-01-21,00:30:41,18.3,28.65,29.01
2026-01-21,01:00:41,17.8,28.62,29.06
2026-01-21,01:30:37,15.9,28.26,29.09
2026-01-21,02:00:35,22.4,28.63,28.96
2026-01-21,02:30:37,15.3,28.44,28.91
2026-01-21,03:00:40,15.1,28.52,28.97
2026-01-21,03:30:38,16.4,28.55,28.66
2026-01-21,04:00:39,18.2,28.57,28.81
2026-01-21,04:30:39,17.4,28.56,28.87
2026-01-21,05:00:37,14.6,28.49,28.88
2026-01-21,05:30:42,17.8,28.37,28.70
2026-01-21,06:00:38,16.9,28.55,29.07
2026-01-21,06:30:38,17.9,28.38,28.48
2026-01-21,07:00:42,21.7,28.92,28.96
2026-01-21,07:30:38,21.2,29.33,29.24
2026-01-21,08:00:38,18.9,28.46,29.42
2026-01-21,08:30:38,19.9,28.31,28.85
2026-01-21,09:00:39,21.0,28.85,29.02
2026-01-21,09:30:40,23.0,28.40,28.57
2026-01-21,10:04:17,24.8,29.04,29.28
2026-01-21,10:30:39,20.9,28.56,29.80
2026-01-21,11:00:41,24.6,28.99,28.66
2026-01-21,11:30:40,28.7,29.77,28.75
2026-01-21,12:00:37,34.8,29.33,27.23
2026-01-21,12:30:45,17.7,31.85,28.98
2026-01-21,13:00:37,21.9,28.13,28.94
2026-01-21,13:30:36,20.0,29.05,30.89
2026-01-21,14:00:45,32.0,27.17,30.69
2026-01-21,14:30:31,25.9,28.75,28.05
2026-01-21,15:00:49,25.1,28.47,11.06
2026-01-21,15:30:42,21.4,30.27,10.26
2026-01-21,16:00:40,28.7,28.90,9.35
2026-01-21,16:42:16,34.9,28.73,8.31
2026-01-21,17:00:45,24.9,31.18,11.42
2026-01-21,17:30:40,25.1,28.90,10.48
2026-01-21,18:00:46,26.4,27.45,11.32
2026-01-21,18:30:48,29.9,29.96,9.02
2026-01-21,19:00:37,28.4,16.71,7.14
2026-01-21,19:30:42,54.6,11.87,18.04
2026-01-21,20:00:38,29.4,11.23,17.74
2026-01-21,20:30:41,55.9,5.74,10.82
2026-01-21,21:00:44,66.1,1.82,12.36
2026-01-21,21:30:37,67.6,10.15,18.57
2026-01-21,22:00:45,60.2,3.01,23.32
2026-01-21,22:30:45,77.9,5.09,26.00
2026-01-21,23:00:46,29.6,26.57,31.36
2026-01-21,23:30:42,42.8,29.29,32.13
