Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-11-07,00:00:36,22.8,28.51,29.59
2025-11-07,00:30:41,21.9,28.45,29.13
2025-11-07,01:00:34,23.6,28.50,28.92
2025-11-07,01:30:40,19.5,28.38,29.50
2025-11-07,02:00:38,20.5,28.52,28.75
2025-11-07,02:30:39,19.7,28.42,28.97
2025-11-07,03:00:40,17.9,28.74,29.02
2025-11-07,03:30:39,15.6,28.48,29.69
2025-11-07,04:00:38,16.0,28.58,28.88
2025-11-07,04:30:38,15.4,28.57,29.12
2025-11-07,05:00:39,19.3,28.55,29.00
2025-11-07,05:30:38,15.3,28.37,28.73
2025-11-07,06:00:38,21.4,28.21,27.99
2025-11-07,06:30:40,15.5,28.47,29.95
2025-11-07,07:00:42,20.7,29.23,29.10
2025-11-07,07:30:38,15.5,28.52,29.11
2025-11-07,08:00:36,24.0,28.27,30.07
2025-11-07,08:30:42,21.9,29.40,28.91
2025-11-07,09:00:41,15.4,28.40,28.93
2025-11-07,09:30:38,19.6,28.76,28.80
2025-11-07,10:00:39,25.0,28.59,29.65
2025-11-07,10:30:39,23.6,28.31,28.80
2025-11-07,11:00:39,20.0,28.49,28.92
2025-11-07,11:30:15,0.0,0.00,0.00
2025-11-07,12:00:36,20.7,29.11,28.88
2025-11-07,12:30:37,20.3,28.44,29.37
2025-11-07,13:00:37,17.1,28.57,28.84
2025-11-07,13:30:35,20.8,28.57,28.71
2025-11-07,14:00:32,27.3,29.33,28.65
2025-11-07,14:30:40,22.0,29.44,29.18
2025-11-07,15:00:37,23.2,30.73,29.74
2025-11-07,15:30:43,38.1,29.58,29.30
2025-11-07,15:47:29,18.7,28.52,28.74
2025-11-07,16:00:35,22.4,28.54,29.46
2025-11-07,16:30:39,21.3,28.39,28.87
2025-11-07,17:00:36,19.9,28.49,29.01
2025-11-07,17:30:39,19.9,28.52,28.81
2025-11-07,18:00:36,23.3,28.57,28.98
2025-11-07,18:30:35,19.9,27.47,28.51
2025-11-07,19:00:35,18.0,28.56,29.28
2025-11-07,19:30:42,19.9,27.72,30.28
2025-11-07,20:00:44,17.9,26.43,31.15
2025-11-07,20:30:42,19.9,28.91,29.65
2025-11-07,21:00:41,19.9,28.39,31.09
2025-11-07,21:22:57,29.9,28.37,29.83
2025-11-07,21:30:34,21.1,27.89,28.91
2025-11-07,22:00:35,30.3,28.46,28.65
2025-11-07,22:30:43,28.4,28.52,28.80
2025-11-07,23:00:42,29.9,28.37,28.70
2025-11-07,23:30:36,18.4,28.51,29.05
