Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-11-17,13:44:46,35.3,31.17,30.45
2025-11-17,14:00:37,38.5,29.38,29.11
2025-11-17,14:30:42,38.2,26.32,29.41
2025-11-17,15:00:44,33.1,28.93,29.14
2025-11-17,15:30:45,32.1,30.00,30.09
2025-11-17,16:00:32,28.2,28.39,29.95
2025-11-17,16:30:35,32.5,28.09,28.97
2025-11-17,17:00:36,20.5,28.67,28.85
2025-11-17,17:30:34,36.0,29.25,28.90
2025-11-17,18:00:46,40.5,9.51,28.95
2025-11-17,18:30:44,24.2,28.68,30.89
2025-11-17,19:00:39,25.3,14.78,31.19
2025-11-17,19:30:49,40.2,3.86,23.44
2025-11-17,20:00:46,38.7,3.53,27.35
2025-11-17,20:30:52,44.1,8.29,31.02
2025-11-17,21:00:52,48.1,9.31,19.36
2025-11-17,21:30:38,42.1,14.17,30.35
2025-11-17,22:00:33,47.7,24.52,31.12
2025-11-17,22:30:36,42.7,27.86,29.34
2025-11-17,23:00:31,32.0,28.47,30.15
2025-11-17,23:30:37,28.1,28.03,28.78
