Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-12-06,00:01:05,18.0,29.44,29.22
2025-12-06,00:31:06,19.9,28.42,29.21
2025-12-06,01:01:17,26.6,31.05,29.23
2025-12-06,01:31:01,20.4,29.08,28.74
2025-12-06,02:01:06,16.4,28.26,28.68
2025-12-06,02:31:05,16.1,28.64,29.13
2025-12-06,03:01:06,20.6,28.62,28.79
2025-12-06,03:31:08,17.2,28.51,28.87
2025-12-06,04:01:07,17.8,28.52,28.86
2025-12-06,04:31:10,16.2,28.53,16.45
2025-12-06,05:01:04,14.9,28.48,28.77
2025-12-06,05:31:03,20.3,28.84,29.30
2025-12-06,06:01:02,16.8,28.36,28.91
2025-12-06,06:31:00,20.1,29.51,29.22
2025-12-06,07:01:06,16.5,28.88,28.95
2025-12-06,07:31:06,21.2,28.99,29.34
2025-12-06,08:01:04,15.3,28.60,28.75
2025-12-06,08:31:05,20.7,28.70,29.33
2025-12-06,09:01:13,34.4,30.98,28.89
2025-12-06,09:31:07,17.3,28.80,29.89
2025-12-06,10:01:06,21.0,27.43,29.23
2025-12-06,10:20:17,22.6,28.54,30.04
2025-12-06,10:30:42,20.5,28.68,28.88
2025-12-06,11:00:42,29.6,30.72,28.91
2025-12-06,11:30:36,15.8,29.35,29.03
2025-12-06,12:00:36,29.9,30.48,29.44
2025-12-06,12:09:57,22.1,28.53,29.15
2025-12-06,12:30:35,19.7,26.55,28.85
2025-12-06,13:00:35,32.4,28.65,28.82
2025-12-06,13:30:40,23.9,28.26,28.80
2025-12-06,14:00:37,16.0,28.41,28.84
2025-12-06,14:30:37,19.9,28.91,30.14
2025-12-06,15:00:40,20.4,29.72,29.01
2025-12-06,15:30:41,20.4,27.41,28.69
2025-12-06,16:00:34,29.3,27.62,28.50
2025-12-06,16:30:39,29.2,28.82,29.39
2025-12-06,17:00:35,18.4,28.65,28.67
2025-12-06,17:30:38,17.9,28.84,29.87
2025-12-06,18:00:38,27.8,28.37,40.20
2025-12-06,18:30:47,24.0,27.51,30.77
2025-12-06,19:00:41,28.2,27.94,28.97
2025-12-06,19:30:39,27.2,26.39,29.47
2025-12-06,20:00:36,24.0,27.12,29.06
2025-12-06,20:30:37,26.8,28.66,29.30
2025-12-06,21:00:33,20.7,29.14,28.91
2025-12-06,21:30:39,29.0,29.19,29.92
2025-12-06,22:00:41,30.5,28.87,30.15
2025-12-06,22:30:37,27.7,28.35,29.17
2025-12-06,23:00:36,17.3,28.45,29.01
2025-12-06,23:30:37,22.4,28.55,28.89
