Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-11-08,00:00:33,27.0,28.54,28.93
2025-11-08,00:30:35,19.9,29.41,31.11
2025-11-08,01:00:37,20.0,29.10,28.48
2025-11-08,01:30:33,18.1,28.84,28.92
2025-11-08,02:00:41,20.2,16.96,30.61
2025-11-08,02:30:34,20.0,29.14,29.00
2025-11-08,03:00:40,19.9,29.65,28.54
2025-11-08,03:30:33,29.9,29.06,28.62
2025-11-08,04:00:32,17.9,28.56,29.07
2025-11-08,04:30:36,18.0,28.96,28.93
2025-11-08,05:00:35,29.9,28.48,29.50
2025-11-08,05:30:37,29.9,28.55,28.69
2025-11-08,06:00:37,20.0,29.07,29.08
2025-11-08,06:30:37,19.9,28.50,28.93
2025-11-08,07:00:33,29.8,28.55,28.65
2025-11-08,07:30:36,26.7,29.03,30.19
2025-11-08,08:00:35,39.9,28.50,28.96
2025-11-08,08:30:37,29.9,28.45,28.60
2025-11-08,09:00:41,26.0,28.45,28.72
2025-11-08,09:30:35,17.9,28.64,29.23
2025-11-08,10:00:43,25.7,23.00,28.84
2025-11-08,10:30:43,39.9,28.97,28.87
2025-11-08,11:00:37,19.9,28.50,28.54
2025-11-08,11:30:39,17.9,29.95,28.78
2025-11-08,12:00:39,19.9,28.84,28.97
2025-11-08,12:30:40,19.9,28.41,28.81
2025-11-08,13:00:42,24.7,28.69,28.70
2025-11-08,13:30:36,26.9,28.55,28.61
2025-11-08,14:00:39,19.9,28.61,29.17
2025-11-08,14:30:41,39.9,28.50,29.69
2025-11-08,15:00:41,30.5,28.52,28.82
2025-11-08,22:30:41,20.9,27.90,28.70
2025-11-08,22:32:02,16.3,28.43,28.57
2025-11-08,23:00:33,19.9,28.45,28.64
2025-11-08,23:13:15,29.6,28.59,28.98
2025-11-08,23:30:34,27.0,28.55,28.78
