Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-12-13,00:00:34,26.6,28.92,29.80
2025-12-13,00:30:37,21.4,29.11,29.25
2025-12-13,01:00:34,25.0,28.74,28.72
2025-12-13,01:30:38,22.1,28.49,29.06
2025-12-13,02:00:37,22.5,28.93,28.84
2025-12-13,02:30:40,18.8,28.50,28.53
2025-12-13,03:00:36,24.9,28.56,28.73
2025-12-13,03:30:35,19.1,28.76,28.90
2025-12-13,04:00:40,17.6,28.92,29.97
2025-12-13,04:30:36,22.2,28.36,28.91
2025-12-13,05:00:40,24.0,28.24,28.73
2025-12-13,05:30:41,20.8,28.15,29.92
2025-12-13,06:00:39,30.6,28.36,28.80
2025-12-13,06:30:39,21.9,28.37,29.34
2025-12-13,07:00:42,19.6,30.55,30.25
2025-12-13,07:30:44,31.4,29.72,29.17
2025-12-13,08:00:43,23.6,28.85,29.61
2025-12-13,08:30:44,29.2,30.67,28.93
2025-12-13,09:00:35,19.9,13.15,29.11
2025-12-13,09:30:42,25.0,14.98,29.54
2025-12-13,09:57:18,18.5,29.59,29.56
2025-12-13,10:00:43,17.3,30.45,29.47
2025-12-13,10:30:37,18.4,28.70,28.92
2025-12-13,11:00:37,19.1,29.02,30.15
2025-12-13,11:30:38,16.1,29.44,29.28
2025-12-13,12:00:37,19.4,29.36,29.05
2025-12-13,12:47:24,19.9,28.52,28.94
2025-12-13,13:00:36,35.7,28.45,28.96
2025-12-13,13:00:50,21.7,29.98,21.96
2025-12-13,13:31:10,16.4,16.46,28.66
2025-12-13,14:01:12,23.8,24.01,29.40
2025-12-13,14:31:09,17.9,15.17,28.97
2025-12-13,15:01:04,100.9,12.30,28.86
2025-12-13,15:31:10,35.5,28.04,29.58
2025-12-13,16:01:21,35.2,14.94,7.11
2025-12-13,16:31:18,36.0,18.34,21.67
2025-12-13,17:01:04,28.5,15.06,28.84
2025-12-13,17:31:10,27.9,23.01,29.61
2025-12-13,18:01:14,39.8,30.63,29.17
2025-12-13,18:31:10,58.2,1.51,29.74
2025-12-13,19:01:13,26.1,23.12,31.57
2025-12-13,19:31:13,29.0,16.67,30.63
2025-12-13,20:01:14,34.0,6.08,31.14
2025-12-13,20:31:20,31.2,7.07,31.16
2025-12-13,21:01:19,47.9,9.87,18.29
2025-12-13,21:30:08,0.0,0.00,0.00
2025-12-13,22:01:09,48.4,29.44,32.19
2025-12-13,22:31:15,41.5,24.91,22.00
2025-12-13,23:01:05,26.4,28.85,29.23
2025-12-13,23:31:11,25.9,31.35,29.40
