Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-08-22,00:00:39,25.2,28.84,29.05
2025-08-22,00:30:38,22.5,28.41,28.72
2025-08-22,01:00:32,22.7,29.37,29.63
2025-08-22,01:30:33,23.8,29.21,29.00
2025-08-22,02:00:36,18.2,29.35,28.82
2025-08-22,02:30:38,20.1,28.97,29.33
2025-08-22,03:00:32,22.3,29.66,29.00
2025-08-22,03:30:40,21.6,30.99,29.03
2025-08-22,04:00:33,14.9,28.47,28.78
2025-08-22,04:30:36,18.7,28.99,28.82
2025-08-22,05:00:32,26.1,29.36,28.79
2025-08-22,05:30:41,24.4,28.94,28.66
2025-08-22,06:00:38,28.6,28.68,29.74
2025-08-22,06:30:34,22.1,28.65,28.95
2025-08-22,07:00:39,20.1,28.59,28.58
2025-08-22,07:30:36,22.6,28.61,28.91
2025-08-22,08:00:37,26.2,28.60,28.90
2025-08-22,08:30:43,22.4,25.73,28.78
2025-08-22,09:00:32,31.9,28.33,29.12
2025-08-22,09:30:47,29.7,28.57,29.26
2025-08-22,10:00:37,18.6,28.64,28.94
2025-08-22,10:30:36,19.7,28.51,29.39
2025-08-22,11:00:13,27.0,28.86,30.26
2025-08-22,11:00:35,36.9,28.62,28.91
2025-08-22,11:30:38,21.4,28.57,29.02
2025-08-22,12:00:36,34.6,28.57,29.16
2025-08-22,12:30:40,30.8,28.24,27.92
2025-08-22,13:00:41,43.0,27.48,30.39
2025-08-22,13:30:40,27.9,28.65,30.09
2025-08-22,14:00:35,50.1,29.19,29.58
2025-08-22,14:30:39,25.2,28.20,31.10
2025-08-22,15:00:37,29.6,28.50,29.30
2025-08-22,15:30:38,27.8,29.02,28.92
2025-08-22,16:00:38,50.9,29.04,28.89
2025-08-22,16:30:34,30.7,28.76,29.23
2025-08-22,17:00:42,25.4,30.55,27.31
2025-08-22,17:13:53,29.9,28.51,29.31
2025-08-22,17:30:38,29.9,27.94,30.31
2025-08-22,18:00:45,24.9,31.31,28.88
2025-08-22,18:30:39,29.7,27.22,30.02
2025-08-22,19:00:39,26.1,27.41,29.76
2025-08-22,19:30:37,18.4,28.52,28.79
2025-08-22,20:00:29,26.9,27.35,29.14
2025-08-22,20:30:39,26.9,28.56,29.65
2025-08-22,21:00:34,20.5,27.14,31.12
2025-08-22,21:30:40,19.7,28.56,29.24
2025-08-22,22:00:35,19.9,26.82,31.20
2025-08-22,22:22:15,27.5,28.66,28.96
2025-08-22,22:30:39,20.9,28.14,30.97
2025-08-22,23:00:35,22.5,28.45,28.90
2025-08-22,23:30:35,20.5,28.50,29.73
