Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-08-25,00:00:35,21.9,28.56,28.70
2025-08-25,00:30:42,27.2,28.04,29.34
2025-08-25,01:00:42,29.4,28.46,28.89
2025-08-25,01:30:42,21.7,28.49,28.85
2025-08-25,02:00:36,21.1,28.48,28.95
2025-08-25,02:30:38,24.0,28.47,28.76
2025-08-25,03:00:39,15.0,28.39,29.00
2025-08-25,03:30:40,17.8,28.37,28.74
2025-08-25,04:00:34,20.1,28.44,28.78
2025-08-25,04:30:41,18.4,28.50,29.13
2025-08-25,05:00:37,22.4,28.43,28.81
2025-08-25,05:30:35,23.0,28.59,28.98
2025-08-25,06:00:35,21.5,28.82,29.26
2025-08-25,06:30:30,25.6,28.51,29.48
2025-08-25,07:00:37,25.9,29.09,28.90
2025-08-25,07:30:39,26.4,28.67,29.83
2025-08-25,07:40:40,26.3,29.21,29.62
2025-08-25,08:00:39,19.3,28.31,29.15
2025-08-25,08:24:20,18.9,28.70,28.91
2025-08-25,08:30:39,23.3,28.53,28.50
2025-08-25,09:00:35,22.0,28.43,28.49
2025-08-25,09:30:38,18.1,28.78,29.29
2025-08-25,10:00:35,21.8,28.58,28.96
2025-08-25,10:27:11,21.2,28.31,28.95
2025-08-25,10:30:36,53.1,16.73,30.30
2025-08-25,11:00:40,16.5,28.43,28.73
2025-08-25,11:30:39,21.8,28.40,29.39
2025-08-25,12:00:36,22.5,28.67,29.37
2025-08-25,12:30:39,16.1,28.43,29.16
2025-08-25,13:00:34,21.4,28.74,28.89
2025-08-25,13:30:42,14.6,28.43,29.20
2025-08-25,14:00:43,25.7,28.83,20.84
2025-08-25,15:05:27,30.6,29.32,29.31
2025-08-25,15:30:39,33.1,28.47,29.60
2025-08-25,16:00:35,31.3,28.48,29.24
2025-08-25,16:30:43,35.6,30.59,29.72
2025-08-25,16:55:36,23.8,28.87,29.41
2025-08-25,17:00:36,22.8,28.38,28.98
2025-08-25,17:30:38,24.0,28.44,28.97
2025-08-25,18:00:35,30.7,28.91,29.30
2025-08-25,18:30:41,29.1,28.54,29.90
2025-08-25,19:00:42,31.6,31.55,29.32
2025-08-25,19:30:40,40.9,29.33,30.11
2025-08-25,20:00:42,26.1,27.75,30.10
2025-08-25,20:30:44,28.3,26.52,17.02
2025-08-25,21:00:31,32.5,26.11,28.34
2025-08-25,21:30:39,26.7,28.76,29.22
2025-08-25,22:00:38,30.5,27.31,29.80
2025-08-25,22:30:32,33.3,30.08,29.21
2025-08-25,23:00:39,29.9,28.90,29.80
2025-08-25,23:30:38,22.1,28.46,29.86
