Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-08-06,00:00:40,19.9,28.51,28.97
2025-08-06,00:30:51,19.8,30.39,29.01
2025-08-06,01:00:40,20.2,30.90,29.47
2025-08-06,01:30:47,19.8,28.56,28.88
2025-08-06,02:00:37,19.7,28.50,28.61
2025-08-06,02:30:43,19.6,28.49,28.86
2025-08-06,03:00:38,20.1,28.49,28.83
2025-08-06,03:30:39,19.9,28.52,28.82
2025-08-06,03:47:55,19.9,28.41,28.65
2025-08-06,04:00:38,19.9,29.13,29.73
2025-08-06,04:30:47,19.9,28.51,28.93
2025-08-06,05:00:36,19.9,28.72,28.65
2025-08-06,05:30:49,20.0,28.47,28.96
2025-08-06,06:00:40,20.0,28.54,28.97
2025-08-06,06:30:38,20.0,29.47,28.73
2025-08-06,07:02:04,25.0,23.97,12.89
2025-08-06,07:02:11,31.8,25.63,24.09
2025-08-06,07:30:38,22.1,28.54,28.81
2025-08-06,08:00:41,21.0,28.36,28.79
2025-08-06,08:30:45,31.6,28.52,30.38
2025-08-06,09:00:40,21.1,28.37,29.41
2025-08-06,09:30:45,20.5,28.52,29.78
2025-08-06,10:00:38,20.5,28.56,29.23
2025-08-06,10:30:43,21.3,29.16,28.63
2025-08-06,11:00:36,25.4,28.50,28.78
2025-08-06,11:18:00,28.6,28.81,28.81
2025-08-06,11:30:46,21.2,28.51,28.71
2025-08-06,12:00:39,20.8,28.63,28.80
2025-08-06,12:30:41,19.7,28.41,28.52
2025-08-06,13:00:39,19.7,28.63,29.04
2025-08-06,13:30:45,20.0,28.57,28.70
2025-08-06,14:00:37,19.8,29.15,29.75
2025-08-06,14:30:50,35.2,27.94,28.77
2025-08-06,15:00:33,38.6,28.49,29.92
2025-08-06,15:30:45,25.9,28.87,28.73
2025-08-06,16:00:40,23.1,28.53,28.76
2025-08-06,16:30:40,20.2,11.53,29.02
2025-08-06,17:00:41,19.9,8.68,29.19
2025-08-06,17:30:41,19.3,7.28,28.89
2025-08-06,17:58:05,21.8,28.50,29.85
2025-08-06,18:00:40,29.3,28.47,29.08
2025-08-06,18:30:46,20.7,28.58,28.92
2025-08-06,19:00:38,21.9,28.64,28.90
2025-08-06,19:30:44,23.6,28.33,29.36
2025-08-06,20:00:48,22.4,28.76,30.04
2025-08-06,20:30:49,27.5,28.44,30.43
2025-08-06,21:00:40,22.6,30.18,28.76
2025-08-06,21:30:46,20.6,9.28,28.85
2025-08-06,22:00:32,28.9,12.74,29.27
2025-08-06,22:31:02,47.5,31.37,30.40
2025-08-06,23:00:36,25.6,29.23,30.30
2025-08-06,23:30:56,15.7,28.49,29.40
