Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-10-09,00:01:08,28.4,30.59,30.16
2025-10-09,00:31:09,26.0,28.46,28.72
2025-10-09,01:01:07,28.3,28.54,28.75
2025-10-09,01:31:07,26.8,28.72,28.90
2025-10-09,02:01:06,20.5,29.13,28.80
2025-10-09,02:31:06,26.9,28.46,29.35
2025-10-09,03:01:05,19.7,28.44,28.79
2025-10-09,03:31:09,17.5,28.80,28.75
2025-10-09,04:01:08,18.4,28.52,28.97
2025-10-09,04:31:09,20.5,28.52,28.98
2025-10-09,05:01:11,22.3,28.46,29.05
2025-10-09,05:31:07,23.8,28.46,29.11
2025-10-09,06:01:07,21.5,24.32,28.49
2025-10-09,06:31:08,20.2,28.51,28.93
2025-10-09,07:01:06,27.1,29.11,28.36
2025-10-09,07:31:07,32.2,30.28,28.91
2025-10-09,08:01:06,32.1,28.56,29.19
2025-10-09,08:31:04,30.0,28.15,29.37
2025-10-09,09:01:03,26.9,28.85,30.02
2025-10-09,09:31:05,30.1,28.32,29.16
2025-10-09,10:01:03,30.1,29.36,28.84
2025-10-09,10:31:12,33.8,30.30,29.25
2025-10-09,11:00:50,22.3,29.02,28.77
2025-10-09,11:01:29,0.0,0.00,0.00
2025-10-09,13:00:35,20.2,31.16,29.14
2025-10-09,13:30:40,22.6,29.29,29.39
2025-10-09,14:00:33,20.1,28.79,29.17
2025-10-09,14:30:35,31.3,29.64,29.46
2025-10-09,15:00:39,20.6,29.44,30.05
