Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-12-22,00:00:38,15.8,28.97,28.76
2025-12-22,00:30:41,15.4,28.54,28.72
2025-12-22,01:00:22,0.0,0.00,0.00
2025-12-22,01:30:41,15.1,28.48,30.39
2025-12-22,02:00:39,15.1,28.43,29.01
2025-12-22,02:30:38,15.3,28.51,29.14
2025-12-22,03:00:39,17.9,28.65,28.79
2025-12-22,03:30:37,18.3,28.53,28.68
2025-12-22,04:00:38,20.6,28.91,28.67
2025-12-22,04:30:41,17.0,28.41,28.77
2025-12-22,05:00:39,17.7,28.46,29.15
2025-12-22,05:30:35,15.3,28.65,28.82
2025-12-22,06:00:38,25.6,28.02,28.98
2025-12-22,06:30:34,19.2,29.67,28.60
2025-12-22,07:00:35,19.0,28.43,29.15
2025-12-22,07:30:48,26.6,29.01,28.63
2025-12-22,08:40:49,29.9,27.86,29.33
2025-12-22,08:45:26,19.1,29.10,28.83
2025-12-22,09:00:32,17.7,28.97,29.11
2025-12-22,09:30:49,26.3,31.20,29.67
2025-12-22,10:00:36,18.3,28.64,28.83
2025-12-22,10:30:37,16.7,28.37,28.70
2025-12-22,11:00:35,18.5,28.51,28.75
2025-12-22,11:30:38,19.0,28.86,29.60
2025-12-22,11:54:03,19.9,28.46,29.00
2025-12-22,12:01:04,20.0,28.50,28.77
2025-12-22,12:31:02,34.9,28.65,29.09
2025-12-22,13:01:00,19.9,28.77,29.40
2025-12-22,13:31:08,20.0,30.43,29.13
2025-12-22,14:33:51,32.2,16.92,29.42
2025-12-22,14:34:47,28.5,17.78,29.59
2025-12-22,15:00:38,33.7,27.15,29.41
2025-12-22,15:30:41,29.8,24.31,29.46
2025-12-22,16:00:39,33.2,21.11,29.10
2025-12-22,16:30:41,27.4,20.86,30.35
2025-12-22,17:00:36,51.5,11.22,28.99
2025-12-22,17:17:18,31.1,5.30,31.11
2025-12-22,18:31:03,21.3,17.77,29.84
2025-12-22,19:00:11,0.0,0.00,0.00
2025-12-22,19:18:30,20.5,22.88,11.26
2025-12-22,19:30:38,42.2,15.91,30.55
2025-12-22,20:00:36,44.8,11.52,24.24
2025-12-22,20:30:43,56.7,4.96,31.62
2025-12-22,21:00:34,55.7,2.46,30.10
2025-12-22,21:30:41,30.7,10.70,26.85
2025-12-22,22:00:43,0.0,0.00,0.00
2025-12-22,22:30:44,20.6,17.44,29.04
2025-12-22,23:00:18,0.0,0.00,0.00
2025-12-22,23:30:24,0.0,0.00,0.00
