Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2026-01-22,00:00:39,41.3,30.50,29.48
2026-01-22,00:30:39,29.0,28.46,29.00
2026-01-22,01:00:40,24.4,28.46,28.55
2026-01-22,01:30:38,24.9,28.74,29.11
2026-01-22,02:00:39,30.1,28.97,29.62
2026-01-22,02:30:38,26.8,28.57,28.89
2026-01-22,03:00:36,23.3,29.17,29.14
2026-01-22,03:30:36,21.7,28.88,28.82
2026-01-22,04:00:43,29.5,28.99,28.92
2026-01-22,04:30:39,30.8,30.91,28.84
2026-01-22,05:00:36,30.7,29.50,30.34
2026-01-22,05:30:40,21.0,29.30,29.16
2026-01-22,06:00:38,19.6,28.61,28.75
2026-01-22,06:30:39,29.9,28.52,29.24
2026-01-22,07:00:43,23.3,30.39,28.76
2026-01-22,07:30:30,30.7,28.77,29.52
2026-01-22,08:00:39,27.2,29.05,29.62
2026-01-22,08:30:39,25.1,28.67,29.07
2026-01-22,09:00:33,37.4,29.59,29.86
2026-01-22,09:30:41,31.9,31.24,30.12
2026-01-22,10:00:41,28.4,29.07,30.30
2026-01-22,10:30:50,26.9,30.90,29.42
2026-01-22,11:00:32,41.6,30.05,29.78
2026-01-22,11:30:46,35.6,30.78,28.68
2026-01-22,12:00:41,31.4,29.82,29.48
2026-01-22,12:30:43,59.0,30.76,30.02
2026-01-22,13:00:42,38.0,30.13,28.98
2026-01-22,13:30:36,45.8,30.58,29.75
2026-01-22,14:00:37,43.0,30.42,29.73
2026-01-22,14:30:35,37.8,22.50,29.15
2026-01-22,15:00:33,40.6,29.43,29.75
2026-01-22,15:30:46,35.9,29.26,30.62
2026-01-22,16:00:35,35.7,28.03,29.50
2026-01-22,16:30:31,40.8,28.98,28.64
2026-01-22,17:00:44,35.8,20.05,30.39
2026-01-22,17:30:33,35.3,28.42,30.22
2026-01-22,18:00:42,36.5,30.85,30.98
2026-01-22,18:30:32,36.6,28.37,30.48
2026-01-22,19:00:42,46.5,31.00,31.08
2026-01-22,19:30:41,59.8,8.03,29.41
2026-01-22,20:00:47,33.1,24.79,32.41
2026-01-22,20:30:46,45.1,16.80,31.26
2026-01-22,21:00:54,67.9,2.71,27.65
2026-01-22,21:30:49,69.2,1.34,31.94
2026-01-22,22:00:43,55.7,11.04,29.43
2026-01-22,22:30:49,55.0,5.96,30.22
2026-01-22,23:00:48,33.4,17.13,12.72
2026-01-22,23:30:41,26.2,28.66,29.79
