Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2026-01-19,00:00:34,21.5,29.21,29.50
2026-01-19,00:30:35,31.5,28.86,28.73
2026-01-19,01:00:37,31.0,31.39,29.77
2026-01-19,01:30:35,26.4,29.62,28.76
2026-01-19,02:00:36,28.2,28.95,28.96
2026-01-19,02:30:34,30.3,29.08,29.12
2026-01-19,03:00:29,20.5,28.94,29.09
2026-01-19,03:34:33,25.6,28.41,28.89
2026-01-19,04:00:41,27.7,30.57,29.99
2026-01-19,04:30:43,29.9,28.47,28.65
2026-01-19,05:00:39,25.2,29.41,28.76
2026-01-19,05:30:38,29.8,28.58,29.16
2026-01-19,06:00:39,20.1,28.48,28.93
2026-01-19,06:30:42,28.2,28.74,29.07
2026-01-19,07:00:34,27.7,28.07,29.05
2026-01-19,07:30:36,34.7,28.53,29.15
2026-01-19,08:00:37,22.9,28.85,28.95
2026-01-19,08:30:35,24.5,28.54,28.95
2026-01-19,09:00:45,27.4,31.27,30.19
2026-01-19,09:30:35,32.8,29.97,29.15
2026-01-19,10:00:39,28.7,30.83,29.55
2026-01-19,10:30:39,26.4,28.44,28.61
2026-01-19,11:00:41,38.8,30.57,29.53
2026-01-19,11:30:43,33.2,26.94,29.67
2026-01-19,12:00:47,36.4,30.66,28.96
2026-01-19,12:30:41,24.8,28.64,30.31
2026-01-19,13:00:44,37.9,25.22,30.21
2026-01-19,13:30:49,24.8,28.21,31.99
2026-01-19,14:00:46,36.5,18.46,32.81
2026-01-19,14:30:37,39.2,25.73,29.08
2026-01-19,15:00:36,22.8,27.17,29.81
2026-01-19,15:30:41,20.2,28.97,29.31
2026-01-19,16:00:38,31.7,29.27,30.12
2026-01-19,16:30:40,27.6,29.41,29.04
2026-01-19,17:00:37,32.9,27.92,29.16
2026-01-19,17:30:37,23.7,28.44,30.04
2026-01-19,18:00:32,28.7,29.43,29.52
2026-01-19,18:30:36,22.5,29.26,29.05
2026-01-19,19:00:42,39.8,24.99,30.11
2026-01-19,19:30:44,30.4,10.41,30.40
2026-01-19,20:00:46,30.2,15.16,30.44
2026-01-19,20:30:34,40.0,24.00,29.74
2026-01-19,21:00:09,0.0,0.00,0.00
2026-01-19,21:30:50,37.6,3.13,32.50
2026-01-19,22:00:45,24.1,9.43,30.83
2026-01-19,22:30:49,19.8,24.93,30.37
2026-01-19,23:00:34,35.9,28.04,29.28
2026-01-19,23:30:41,21.7,30.59,29.17
