Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-08-14,00:00:41,19.3,27.54,28.81
2025-08-14,00:30:39,19.9,29.29,29.02
2025-08-14,01:00:35,21.9,28.57,28.90
2025-08-14,01:30:44,19.4,28.42,29.18
2025-08-14,02:00:38,19.9,28.87,28.30
2025-08-14,02:30:37,29.9,19.01,12.02
2025-08-14,03:00:39,30.2,28.72,13.67
2025-08-14,03:30:35,17.5,29.17,28.79
2025-08-14,04:00:39,15.1,28.41,29.32
2025-08-14,04:30:45,14.8,29.10,28.82
2025-08-14,05:00:37,21.5,28.91,29.35
2025-08-14,05:30:46,15.1,28.72,29.00
2025-08-14,06:00:36,18.0,29.01,28.69
2025-08-14,06:30:40,15.3,28.41,28.57
2025-08-14,07:00:39,21.1,28.45,29.09
2025-08-14,07:30:45,15.9,28.52,29.19
2025-08-14,08:00:33,16.2,28.43,29.21
2025-08-14,08:30:46,19.3,26.93,29.09
2025-08-14,09:00:42,16.0,28.81,28.77
2025-08-14,09:01:23,21.3,27.67,28.78
2025-08-14,09:30:38,15.8,28.65,29.17
2025-08-14,10:00:36,24.3,29.89,29.39
2025-08-14,10:27:47,21.6,28.39,28.47
2025-08-14,10:30:39,16.2,28.49,28.70
2025-08-14,11:00:37,29.9,28.71,28.73
2025-08-14,11:30:48,19.2,26.85,28.82
2025-08-14,12:00:38,19.9,28.50,28.97
2025-08-14,12:30:44,18.9,29.08,29.11
2025-08-14,13:00:40,20.3,28.39,29.51
2025-08-14,13:30:47,26.4,27.04,29.01
2025-08-14,14:00:42,28.0,31.46,29.16
2025-08-14,14:30:47,22.8,21.29,28.61
2025-08-14,15:00:40,21.5,17.54,28.86
2025-08-14,15:30:41,19.6,15.37,28.82
2025-08-14,16:00:37,15.8,11.40,28.85
2025-08-14,16:30:53,20.0,17.20,28.74
2025-08-14,17:00:45,20.6,27.92,28.87
2025-08-14,17:30:44,22.0,28.48,28.95
2025-08-14,18:00:36,19.9,29.35,29.00
2025-08-14,18:30:47,27.5,28.74,29.74
2025-08-14,19:00:39,31.1,28.55,29.32
2025-08-14,19:30:44,27.8,28.46,28.71
2025-08-14,20:00:40,20.6,28.40,28.93
2025-08-14,20:30:52,31.6,29.03,29.00
2025-08-14,21:00:43,31.6,28.83,28.81
2025-08-14,21:30:44,21.8,29.39,29.20
2025-08-14,22:00:38,22.6,20.66,29.30
2025-08-14,22:30:55,20.9,25.96,29.22
2025-08-14,23:00:41,21.9,28.74,28.80
2025-08-14,23:30:45,18.6,29.34,28.79
