Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-09-13,00:00:38,22.6,26.89,28.74
2025-09-13,00:30:43,14.8,28.44,28.53
2025-09-13,01:00:37,18.3,28.49,28.54
2025-09-13,01:30:38,15.8,28.45,28.75
2025-09-13,02:00:35,15.5,28.55,28.82
2025-09-13,02:30:41,17.0,29.26,28.51
2025-09-13,03:00:41,19.8,28.47,28.54
2025-09-13,03:30:41,18.0,28.43,28.54
2025-09-13,04:00:37,17.8,28.65,28.64
2025-09-13,04:30:40,15.1,28.51,28.92
2025-09-13,05:00:38,15.7,28.47,28.81
2025-09-13,05:30:39,17.7,28.59,28.71
2025-09-13,06:00:40,15.0,28.45,28.75
2025-09-13,06:30:40,23.8,28.61,28.50
2025-09-13,07:03:49,18.4,28.44,28.54
2025-09-13,07:30:39,20.1,28.44,28.66
2025-09-13,08:00:38,29.9,28.52,28.71
2025-09-13,08:29:28,20.8,28.43,28.59
2025-09-13,08:30:40,23.0,28.58,28.81
2025-09-13,09:00:37,21.3,23.65,28.53
2025-09-13,09:30:41,23.4,28.56,28.60
2025-09-13,10:00:38,20.9,28.46,29.13
2025-09-13,10:30:37,27.8,28.49,28.95
2025-09-13,11:00:39,20.4,28.08,28.85
2025-09-13,11:30:38,17.9,28.74,28.68
2025-09-13,12:00:37,23.2,28.44,28.69
2025-09-13,12:51:13,21.4,29.03,28.66
2025-09-13,13:00:38,19.6,28.63,29.11
2025-09-13,13:31:57,19.9,28.60,28.42
2025-09-13,14:00:34,19.9,28.46,28.62
2025-09-13,14:30:39,18.7,28.54,28.52
2025-09-13,15:00:36,19.9,28.92,28.45
2025-09-13,15:30:39,19.9,27.97,28.59
2025-09-13,16:00:35,15.4,27.94,28.68
2025-09-13,16:30:39,19.9,27.58,28.45
2025-09-13,17:00:34,19.9,28.51,28.60
2025-09-13,17:30:38,18.4,28.53,28.76
2025-09-13,18:00:33,19.9,28.45,28.93
2025-09-13,18:30:41,19.9,26.41,28.66
2025-09-13,19:00:35,19.8,27.69,28.81
2025-09-13,19:30:40,19.9,28.28,28.58
2025-09-13,20:00:34,18.2,26.52,27.68
2025-09-13,20:30:38,19.9,27.83,28.63
2025-09-13,21:00:34,27.1,26.13,28.73
2025-09-13,21:30:39,20.0,27.09,28.77
2025-09-13,22:00:38,19.9,28.18,28.82
2025-09-13,22:30:40,20.1,26.37,28.23
2025-09-13,23:00:40,18.6,24.36,28.36
2025-09-13,23:30:38,19.6,27.98,28.44
