Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-08-09,00:00:45,20.0,30.99,29.17
2025-08-09,00:30:41,19.3,28.47,28.68
2025-08-09,01:00:37,19.6,28.57,29.05
2025-08-09,01:30:45,20.3,28.58,28.74
2025-08-09,02:00:36,25.1,29.19,28.65
2025-08-09,02:30:47,20.4,28.53,28.55
2025-08-09,03:00:41,20.0,28.91,28.70
2025-08-09,03:30:41,19.8,28.64,28.45
2025-08-09,04:00:42,19.9,30.40,28.78
2025-08-09,04:30:47,21.3,28.44,29.03
2025-08-09,05:00:39,19.2,28.69,28.89
2025-08-09,05:30:51,20.3,28.48,28.92
2025-08-09,06:00:36,19.6,28.50,28.62
2025-08-09,06:30:45,20.0,28.52,29.15
2025-08-09,07:00:40,20.3,28.82,28.96
2025-08-09,07:30:49,23.5,28.92,28.67
2025-08-09,08:00:41,24.9,28.45,29.65
2025-08-09,08:30:45,21.4,28.64,30.18
2025-08-09,09:00:38,23.9,28.48,28.74
2025-08-09,09:30:49,20.9,28.36,24.48
2025-08-09,10:00:41,26.6,28.61,29.55
2025-08-09,10:12:24,20.4,28.42,28.76
2025-08-09,10:31:21,20.3,31.53,28.76
2025-08-09,11:00:11,0.0,0.00,0.00
2025-08-09,11:14:41,25.7,28.83,28.91
2025-08-09,11:30:44,21.1,28.51,29.38
2025-08-09,12:00:36,25.0,29.48,29.48
2025-08-09,12:30:42,22.4,28.78,30.24
2025-08-09,13:00:38,19.1,28.63,29.02
2025-08-09,13:15:30,24.9,29.01,28.96
2025-08-09,13:30:51,28.2,29.11,30.66
2025-08-09,14:00:37,27.3,28.80,28.97
2025-08-09,14:30:41,22.6,28.92,29.85
2025-08-09,15:00:46,31.3,29.56,29.93
2025-08-09,15:30:43,32.1,28.88,29.59
2025-08-09,16:00:40,19.6,28.65,29.88
2025-08-09,16:30:53,23.2,22.19,24.96
2025-08-09,17:00:46,35.8,28.84,30.88
2025-08-09,17:30:49,23.5,17.42,28.94
2025-08-09,18:00:41,30.2,12.16,28.70
2025-08-09,18:30:37,30.7,10.20,29.16
2025-08-09,19:00:41,29.8,11.87,32.03
2025-08-09,19:30:54,21.3,12.40,29.31
2025-08-09,20:00:39,25.3,15.00,29.32
2025-08-09,20:30:45,23.1,20.09,29.41
2025-08-09,21:00:44,23.8,21.46,30.23
2025-08-09,21:30:46,22.9,28.73,29.15
2025-08-09,22:00:41,18.5,28.41,28.62
2025-08-09,22:30:51,19.7,28.16,28.81
2025-08-09,23:01:09,21.7,28.53,30.16
2025-08-09,23:02:14,19.6,28.05,29.33
2025-08-09,23:31:16,20.5,28.47,28.64
