Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-10-11,01:36:37,15.4,30.77,28.66
2025-10-11,02:00:41,16.0,28.69,28.70
2025-10-11,02:30:39,17.1,31.03,28.75
2025-10-11,03:00:37,14.8,28.77,28.68
2025-10-11,03:30:35,14.7,29.16,28.67
2025-10-11,04:00:37,18.9,29.93,28.85
2025-10-11,04:30:36,23.6,28.89,28.89
2025-10-11,05:00:40,19.4,28.67,28.54
2025-10-11,05:30:36,14.8,28.35,29.05
2025-10-11,06:00:37,14.9,28.49,28.88
2025-10-11,06:30:39,23.1,28.54,28.58
2025-10-11,07:00:35,24.7,28.46,28.90
2025-10-11,07:30:38,23.2,28.88,29.11
2025-10-11,08:00:34,19.3,28.50,29.68
2025-10-11,08:30:36,14.9,28.44,28.96
2025-10-11,09:00:38,29.8,29.46,29.70
2025-10-11,09:30:42,18.2,28.67,28.84
2025-10-11,10:00:38,18.0,29.13,28.90
2025-10-11,10:30:37,20.9,28.55,30.41
2025-10-11,11:00:42,26.6,28.75,29.90
