Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-12-04,00:00:36,19.5,28.79,29.18
2025-12-04,00:30:35,26.4,28.45,29.38
2025-12-04,01:00:43,28.2,25.32,28.59
2025-12-04,01:30:12,0.0,0.00,0.00
2025-12-04,02:00:34,15.2,28.14,28.69
2025-12-04,02:30:36,16.0,28.40,28.75
2025-12-04,03:00:37,15.1,28.51,28.87
2025-12-04,03:30:38,14.8,28.50,28.76
2025-12-04,04:00:35,15.3,28.35,29.14
2025-12-04,04:30:34,25.5,28.97,28.73
2025-12-04,05:00:35,17.7,29.28,29.11
2025-12-04,05:30:35,19.7,28.59,29.34
2025-12-04,06:00:35,21.8,28.87,29.12
2025-12-04,06:30:36,17.3,28.53,29.04
2025-12-04,07:00:36,20.3,28.41,28.75
2025-12-04,07:30:36,17.9,29.06,29.76
2025-12-04,08:00:37,14.2,28.42,28.81
2025-12-04,08:30:38,21.6,28.50,29.05
2025-12-04,09:00:37,14.9,28.59,28.81
2025-12-04,09:30:41,19.5,27.39,29.00
2025-12-04,10:00:37,34.0,25.90,28.61
2025-12-04,10:30:43,20.8,24.54,28.80
2025-12-04,11:00:37,21.7,28.46,29.14
2025-12-04,11:30:33,23.3,29.02,28.83
2025-12-04,12:00:41,24.7,31.24,28.91
2025-12-04,12:30:38,19.0,28.23,29.01
2025-12-04,13:00:33,26.6,29.01,28.65
2025-12-04,13:30:36,21.5,29.13,28.88
2025-12-04,14:00:37,20.1,28.46,29.10
2025-12-04,14:30:35,19.7,29.20,28.85
2025-12-04,15:00:40,22.3,28.31,28.69
2025-12-04,15:30:39,23.9,30.87,30.69
2025-12-04,16:00:37,27.5,29.31,29.46
2025-12-04,16:30:35,25.9,29.38,30.23
2025-12-04,17:00:37,23.1,28.37,29.48
2025-12-04,17:30:37,26.0,28.71,29.12
2025-12-04,18:00:36,22.5,28.63,29.12
2025-12-04,18:30:36,19.4,28.56,28.76
2025-12-04,19:00:34,21.9,29.06,28.96
2025-12-04,19:30:39,25.0,29.34,29.93
2025-12-04,20:00:36,19.8,28.70,29.91
2025-12-04,20:30:36,22.3,28.19,29.49
2025-12-04,21:00:33,31.7,26.66,30.29
2025-12-04,21:30:37,21.8,29.93,29.17
2025-12-04,22:00:37,20.4,27.89,29.94
2025-12-04,22:30:36,26.9,28.39,29.65
2025-12-04,23:00:30,29.8,26.92,29.26
2025-12-04,23:30:43,18.8,29.94,28.76
