Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2026-01-11,00:00:44,27.3,30.39,25.39
2026-01-11,00:30:39,33.5,28.76,26.19
2026-01-11,01:00:37,39.8,28.56,28.76
2026-01-11,01:30:38,27.8,28.83,30.15
2026-01-11,02:00:39,28.1,28.88,29.07
2026-01-11,02:30:39,25.6,29.19,27.82
2026-01-11,03:00:45,37.1,28.97,21.79
2026-01-11,03:30:38,25.0,28.69,23.60
2026-01-11,04:00:38,30.1,28.37,19.69
2026-01-11,04:30:49,44.3,31.18,25.93
2026-01-11,05:00:33,28.8,28.31,22.14
2026-01-11,05:30:47,37.9,29.78,22.21
2026-01-11,06:00:40,29.3,29.27,23.90
2026-01-11,06:30:39,26.3,28.42,24.08
2026-01-11,07:00:40,24.9,29.09,22.16
2026-01-11,07:30:32,36.4,28.79,20.84
2026-01-11,08:00:44,29.0,30.77,20.00
2026-01-11,08:30:43,34.7,28.94,30.17
2026-01-11,09:09:10,48.6,31.31,29.62
2026-01-11,09:30:41,48.1,30.30,28.80
2026-01-11,10:00:38,28.5,29.26,28.84
2026-01-11,10:30:35,40.0,31.30,26.65
2026-01-11,11:00:34,32.6,11.17,19.07
2026-01-11,11:30:39,35.8,14.75,17.54
2026-01-11,12:00:37,30.4,20.06,18.83
2026-01-11,12:30:42,40.4,25.12,30.76
2026-01-11,13:00:43,31.7,10.84,16.69
2026-01-11,13:30:55,49.1,12.89,19.24
2026-01-11,14:00:44,85.1,7.82,16.74
2026-01-11,14:30:46,40.3,18.23,19.86
2026-01-11,15:00:41,53.0,9.34,20.23
2026-01-11,15:30:44,45.0,9.07,17.77
2026-01-11,16:00:46,38.3,9.39,16.70
2026-01-11,16:30:43,35.0,9.31,27.72
2026-01-11,17:00:43,32.8,28.19,29.13
2026-01-11,17:30:46,32.7,21.73,29.93
2026-01-11,18:00:38,30.5,30.01,29.29
2026-01-11,18:30:45,27.8,30.45,23.94
2026-01-11,19:00:49,108.8,2.35,16.70
2026-01-11,19:30:47,94.9,2.30,7.17
2026-01-11,20:00:51,90.0,3.52,6.23
2026-01-11,20:30:53,89.4,1.63,13.10
2026-01-11,21:00:46,103.5,1.88,7.89
2026-01-11,21:30:50,100.1,1.03,11.48
2026-01-11,22:00:53,88.9,1.07,11.44
2026-01-11,22:30:40,81.6,1.35,9.77
2026-01-11,23:00:42,83.0,3.06,20.81
2026-01-11,23:30:39,32.8,29.23,28.95
