Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2026-01-02,00:00:42,23.3,30.49,28.84
2026-01-02,00:30:41,20.0,28.52,29.34
2026-01-02,01:00:38,20.0,29.13,28.77
2026-01-02,01:30:34,27.6,28.86,29.02
2026-01-02,02:00:37,23.6,28.27,28.80
2026-01-02,02:30:39,23.8,29.23,28.85
2026-01-02,03:00:37,22.5,28.79,29.23
2026-01-02,03:30:45,20.2,30.89,28.72
2026-01-02,04:00:41,29.7,28.43,29.05
2026-01-02,04:30:37,20.3,28.61,29.00
2026-01-02,05:00:40,22.5,28.59,29.11
2026-01-02,05:30:39,23.7,29.05,29.11
2026-01-02,06:00:33,24.9,28.68,29.01
2026-01-02,06:30:45,26.1,30.49,29.03
2026-01-02,06:56:58,40.2,28.55,29.48
2026-01-02,07:04:11,38.2,19.27,8.67
2026-01-02,07:04:20,42.8,27.44,26.11
2026-01-02,07:30:39,30.4,28.44,28.84
2026-01-02,08:00:44,32.8,29.29,29.75
2026-01-02,08:30:39,28.7,28.85,28.96
2026-01-02,09:00:38,25.9,28.68,29.13
2026-01-02,09:30:48,21.6,30.40,31.23
2026-01-02,10:00:39,20.9,29.44,29.83
2026-01-02,10:30:48,26.7,31.06,30.17
2026-01-02,11:00:34,20.2,28.80,29.30
2026-01-02,11:30:39,29.7,28.53,28.55
2026-01-02,12:00:38,24.2,30.50,29.09
2026-01-02,12:30:36,31.0,28.76,29.26
2026-01-02,13:00:43,28.5,29.70,28.79
2026-01-02,13:30:36,25.5,28.95,28.96
2026-01-02,14:00:45,29.0,28.51,29.08
2026-01-02,14:30:38,20.3,28.84,28.67
2026-01-02,15:00:36,26.9,28.92,29.06
2026-01-02,15:30:34,29.1,29.18,28.89
2026-01-02,16:00:41,31.9,29.02,29.20
2026-01-02,16:30:46,33.7,28.84,29.11
2026-01-02,17:00:39,21.6,28.47,28.68
2026-01-02,17:22:37,29.9,30.57,28.80
2026-01-02,17:30:36,19.9,28.64,28.94
2026-01-02,18:00:40,29.9,30.31,29.58
2026-01-02,18:30:39,24.9,28.38,28.64
2026-01-02,19:00:32,39.9,28.74,28.77
2026-01-02,19:30:43,79.1,2.51,30.00
2026-01-02,20:00:45,85.4,5.68,29.92
2026-01-02,20:30:51,85.3,1.51,29.03
2026-01-02,21:00:42,71.3,1.77,29.96
2026-01-02,21:30:44,77.5,1.34,28.55
2026-01-02,22:00:41,80.0,1.22,28.15
2026-01-02,22:30:46,79.9,1.63,29.73
2026-01-02,23:00:48,73.5,3.35,30.44
2026-01-02,23:30:43,19.8,28.45,29.03
