Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-12-26,00:01:04,24.2,28.64,28.84
2025-12-26,00:31:05,18.4,28.44,28.95
2025-12-26,01:00:20,0.0,0.00,0.00
2025-12-26,01:31:05,19.9,28.39,28.70
2025-12-26,02:01:06,16.9,28.49,28.83
2025-12-26,02:31:06,14.9,28.40,28.55
2025-12-26,03:01:06,17.8,28.45,29.22
2025-12-26,03:31:04,20.5,28.61,28.54
2025-12-26,04:01:04,20.6,28.52,28.84
2025-12-26,04:31:04,21.6,29.03,28.66
2025-12-26,05:01:02,27.4,29.02,29.06
2025-12-26,05:31:04,20.0,29.30,28.81
2025-12-26,06:01:02,23.2,28.53,28.54
2025-12-26,06:31:05,25.9,23.50,29.08
2025-12-26,07:28:16,31.9,28.93,30.08
2025-12-26,07:31:11,23.5,30.79,29.26
2025-12-26,08:01:04,23.7,29.14,28.46
2025-12-26,08:31:08,21.8,29.12,28.74
2025-12-26,09:01:05,20.9,28.97,29.04
2025-12-26,09:31:03,26.1,28.45,29.26
2025-12-26,10:01:10,20.3,27.46,29.09
2025-12-26,10:31:06,23.6,29.17,29.39
2025-12-26,11:01:07,29.1,28.55,29.65
2025-12-26,11:31:08,27.0,19.33,28.78
2025-12-26,12:26:54,0.0,0.00,0.00
2025-12-26,12:30:43,30.3,30.53,29.82
2025-12-26,13:00:38,29.5,12.52,29.97
2025-12-26,13:30:48,26.3,22.54,29.17
2025-12-26,14:00:46,20.0,15.03,30.53
2025-12-26,14:30:20,0.0,0.00,0.00
2025-12-26,15:00:38,37.4,19.09,29.17
2025-12-26,15:15:45,32.0,6.51,17.50
2025-12-26,15:30:07,0.0,0.00,0.00
2025-12-26,16:00:53,26.5,10.40,30.35
2025-12-26,16:30:35,30.6,17.07,29.62
2025-12-26,17:00:42,25.7,22.77,28.67
2025-12-26,17:30:43,23.7,21.17,25.13
2025-12-26,17:38:23,25.9,26.85,28.92
2025-12-26,18:00:35,0.0,0.00,0.00
2025-12-26,18:30:37,34.2,26.73,29.17
2025-12-26,19:00:43,45.5,2.56,29.23
2025-12-26,19:30:42,37.4,25.50,30.30
2025-12-26,20:00:41,24.0,8.06,31.55
2025-12-26,20:30:38,31.0,9.48,30.85
2025-12-26,21:00:51,41.3,1.14,23.17
2025-12-26,21:30:38,37.4,17.21,29.74
2025-12-26,22:00:49,99.1,3.55,30.15
2025-12-26,22:30:44,21.4,5.98,28.76
2025-12-26,23:00:42,26.7,24.11,29.48
2025-12-26,23:30:40,15.8,27.94,29.54
