Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-07-22,00:00:33,30.1,28.40,29.00
2025-07-22,00:30:40,30.4,28.75,28.71
2025-07-22,01:00:37,19.5,28.51,28.83
2025-07-22,01:30:41,22.3,28.49,29.13
2025-07-22,02:00:34,20.6,28.45,29.08
2025-07-22,02:30:45,20.0,31.14,28.86
2025-07-22,03:00:36,20.6,28.96,28.57
2025-07-22,03:30:47,21.1,28.44,28.69
2025-07-22,04:00:37,19.9,29.60,28.66
2025-07-22,04:30:41,19.2,28.83,28.86
2025-07-22,05:00:43,21.5,30.96,29.55
2025-07-22,05:30:42,19.2,28.49,28.76
2025-07-22,06:00:38,20.6,28.54,28.78
2025-07-22,06:30:44,21.0,28.63,28.85
2025-07-22,07:00:41,29.4,28.35,28.70
2025-07-22,07:00:53,20.3,28.54,16.15
2025-07-22,07:30:35,23.2,28.59,28.57
2025-07-22,08:01:10,16.6,28.42,28.64
2025-07-22,08:31:15,20.7,28.78,28.90
2025-07-22,09:01:06,23.9,28.58,29.32
2025-07-22,09:31:11,16.9,28.46,29.04
2025-07-22,10:01:05,18.8,28.50,28.93
2025-07-22,10:13:20,20.2,28.49,29.64
2025-07-22,10:30:43,20.2,28.66,28.84
2025-07-22,11:00:35,19.5,28.43,29.29
2025-07-22,11:30:42,22.7,29.00,28.86
2025-07-22,12:00:39,19.6,28.89,28.48
2025-07-22,12:30:46,20.9,28.51,29.06
2025-07-22,13:00:46,21.4,27.28,29.07
2025-07-22,13:30:38,18.9,28.59,29.63
2025-07-22,14:00:33,19.6,28.34,28.97
2025-07-22,14:30:46,20.1,28.47,28.84
2025-07-22,15:00:38,21.1,28.58,29.65
2025-07-22,15:35:10,26.6,28.45,28.87
2025-07-22,16:00:42,20.1,21.90,29.13
2025-07-22,16:30:44,21.7,28.63,29.10
2025-07-22,17:00:36,28.6,28.76,29.39
2025-07-22,17:31:01,39.4,9.89,29.93
2025-07-22,18:00:40,24.8,28.65,29.89
2025-07-22,18:30:47,28.0,29.87,28.89
2025-07-22,19:00:43,29.9,21.02,30.19
2025-07-22,19:30:51,21.5,27.70,31.67
2025-07-22,20:00:42,23.5,28.42,30.25
2025-07-22,20:30:41,35.7,26.85,31.07
2025-07-22,21:00:36,27.4,29.02,29.01
2025-07-22,21:30:46,33.2,28.58,28.85
2025-07-22,22:00:42,33.1,31.48,29.90
2025-07-22,22:30:49,45.3,24.44,29.40
2025-07-22,23:00:34,32.5,27.77,29.66
2025-07-22,23:30:48,19.9,28.30,28.95
