Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-08-24,00:00:35,15.4,28.34,28.83
2025-08-24,00:30:39,15.3,28.54,28.78
2025-08-24,01:00:36,15.3,28.44,28.97
2025-08-24,01:30:34,15.1,28.48,29.61
2025-08-24,02:00:38,14.6,28.50,28.63
2025-08-24,02:30:42,18.7,28.56,28.77
2025-08-24,03:00:34,14.7,28.95,28.85
2025-08-24,03:30:38,16.3,28.94,29.26
2025-08-24,04:00:35,17.0,28.82,28.68
2025-08-24,04:30:35,18.0,28.47,29.08
2025-08-24,05:00:39,15.7,28.63,28.76
2025-08-24,05:30:44,17.4,28.69,29.09
2025-08-24,06:00:35,15.5,28.75,29.06
2025-08-24,06:30:36,19.6,28.69,28.62
2025-08-24,07:00:37,17.7,28.40,28.66
2025-08-24,07:30:34,16.8,28.43,28.78
2025-08-24,08:00:36,16.9,28.63,28.51
2025-08-24,08:30:33,27.5,28.71,29.28
2025-08-24,13:25:59,30.7,29.35,29.34
2025-08-24,13:30:38,31.0,28.51,29.55
2025-08-24,14:00:34,30.1,28.73,29.40
2025-08-24,14:30:40,37.3,30.97,29.76
2025-08-24,15:00:37,33.6,13.56,29.33
2025-08-24,15:30:40,28.8,28.87,29.60
2025-08-24,16:00:40,25.4,30.70,30.06
2025-08-24,16:30:41,30.5,29.28,30.03
2025-08-24,17:00:36,36.2,28.80,28.70
2025-08-24,17:30:35,33.7,29.33,29.11
2025-08-24,18:00:40,26.8,29.33,28.67
2025-08-24,18:30:32,31.8,28.78,29.49
2025-08-24,19:00:37,24.3,28.48,29.13
2025-08-24,19:30:31,33.4,31.47,31.08
2025-08-24,20:00:41,32.0,30.41,30.33
2025-08-24,20:30:48,38.3,27.70,31.19
2025-08-24,21:00:41,31.0,28.67,27.66
2025-08-24,21:30:41,42.6,27.65,32.63
2025-08-24,22:00:49,38.9,29.19,30.85
2025-08-24,22:30:38,31.6,29.47,29.89
2025-08-24,23:00:38,32.4,28.58,29.10
2025-08-24,23:30:36,26.5,28.85,29.32
