Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-10-27,00:00:35,21.9,28.68,28.83
2025-10-27,00:30:39,25.9,28.97,28.73
2025-10-27,01:00:39,22.4,28.50,29.13
2025-10-27,01:30:36,16.7,28.27,28.67
2025-10-27,02:00:39,14.9,28.45,28.89
2025-10-27,02:30:39,17.6,28.80,28.78
2025-10-27,03:00:31,29.3,28.48,26.08
2025-10-27,03:30:36,18.6,28.96,28.95
2025-10-27,04:00:35,16.2,28.51,28.79
2025-10-27,04:30:41,14.9,28.63,28.98
2025-10-27,05:00:29,20.8,29.05,29.36
2025-10-27,05:30:41,16.2,28.48,28.72
2025-10-27,06:00:34,15.5,28.45,28.82
2025-10-27,06:30:35,16.4,28.91,28.76
2025-10-27,07:00:40,20.9,28.39,28.68
2025-10-27,07:30:40,15.3,28.69,29.06
2025-10-27,08:00:41,18.1,28.71,29.06
2025-10-27,08:30:40,15.9,28.62,30.80
2025-10-27,09:00:38,17.8,28.18,29.07
2025-10-27,09:30:36,35.7,29.21,28.84
2025-10-27,10:00:41,22.2,29.28,29.82
2025-10-27,10:30:19,0.0,0.00,0.00
2025-10-27,11:00:36,21.4,28.85,29.03
2025-10-27,11:30:32,21.9,27.69,28.80
2025-10-27,12:00:35,19.4,28.70,28.81
2025-10-27,12:30:42,20.7,28.37,28.95
2025-10-27,13:00:36,30.7,29.10,28.87
2025-10-27,13:30:37,15.9,29.37,28.95
2025-10-27,13:55:15,36.1,29.46,30.05
2025-10-27,14:00:41,24.9,29.03,29.01
2025-10-27,14:30:40,35.3,28.63,29.35
2025-10-27,15:00:44,26.9,31.38,30.06
2025-10-27,15:30:44,27.0,28.40,29.18
2025-10-27,16:00:38,19.1,28.68,28.75
2025-10-27,16:30:38,25.2,28.54,28.81
2025-10-27,17:00:37,20.8,28.37,29.41
2025-10-27,17:30:46,38.7,28.46,29.71
2025-10-27,18:00:35,24.7,28.21,28.75
2025-10-27,18:30:38,17.3,28.30,29.68
2025-10-27,19:00:39,29.8,27.56,31.45
2025-10-27,19:30:39,38.9,27.04,27.47
2025-10-27,20:00:29,35.4,27.21,29.99
2025-10-27,20:30:30,23.0,27.73,29.08
2025-10-27,21:00:39,27.3,27.81,29.40
2025-10-27,21:30:39,26.2,29.19,28.80
2025-10-27,22:00:37,36.3,29.48,29.65
2025-10-27,22:30:40,29.6,29.10,29.27
2025-10-27,23:00:40,15.0,29.11,29.09
2025-10-27,23:40:38,29.9,28.89,29.02
