Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2026-01-25,00:01:04,19.6,28.60,29.21
2026-01-25,00:31:07,28.5,28.66,29.13
2026-01-25,01:00:58,33.1,29.41,28.78
2026-01-25,01:31:07,30.9,28.54,29.09
2026-01-25,02:01:06,26.0,28.41,30.32
2026-01-25,02:31:11,23.9,27.60,28.69
2026-01-25,03:01:06,20.3,27.47,28.93
2026-01-25,03:31:07,24.5,27.96,29.17
2026-01-25,04:01:04,20.9,27.69,28.99
2026-01-25,04:31:05,31.4,28.96,28.85
2026-01-25,05:01:05,29.8,29.04,28.91
2026-01-25,05:31:07,28.8,29.23,29.42
2026-01-25,06:01:04,24.7,28.71,28.73
2026-01-25,06:31:08,20.0,28.59,28.55
2026-01-25,07:01:03,22.0,29.28,29.28
2026-01-25,07:31:09,19.7,28.47,28.73
2026-01-25,08:01:05,30.5,29.01,30.39
2026-01-25,08:31:14,27.2,30.76,30.25
2026-01-25,09:01:03,40.0,28.16,28.87
2026-01-25,09:31:11,28.3,30.15,29.11
2026-01-25,10:01:11,33.6,28.14,28.72
2026-01-25,10:31:04,25.7,26.48,29.44
2026-01-25,11:01:11,33.9,30.30,30.47
2026-01-25,11:31:12,28.7,28.40,29.04
2026-01-25,12:01:08,26.8,27.84,28.77
2026-01-25,12:31:12,27.5,27.52,29.06
2026-01-25,13:01:15,62.4,19.46,31.93
2026-01-25,13:31:05,115.2,22.95,29.97
2026-01-25,14:01:02,28.8,12.26,30.08
2026-01-25,14:31:09,41.4,20.47,29.74
2026-01-25,15:01:03,50.0,29.98,30.01
2026-01-25,15:31:11,36.6,21.30,28.96
2026-01-25,16:01:14,26.6,30.95,29.49
2026-01-25,16:31:06,23.3,27.91,28.79
2026-01-25,17:01:04,31.4,28.91,30.43
2026-01-25,17:31:08,20.0,28.34,29.23
2026-01-25,18:01:08,19.2,29.16,29.53
2026-01-25,18:31:05,31.7,27.79,29.25
2026-01-25,19:01:12,31.7,30.51,29.71
2026-01-25,19:24:15,37.9,21.85,30.32
2026-01-25,19:30:59,78.8,8.13,30.92
2026-01-25,20:00:49,72.3,1.94,28.90
2026-01-25,20:30:49,50.1,4.79,31.32
2026-01-25,21:00:51,61.0,2.26,12.09
2026-01-25,21:30:57,235.2,5.57,29.79
2026-01-25,22:00:49,28.7,6.50,31.43
2026-01-25,22:30:43,89.4,11.81,33.23
2026-01-25,23:00:39,40.8,20.57,30.97
2026-01-25,23:30:47,35.2,27.11,29.09
