Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-09-24,00:00:36,15.5,28.44,28.59
2025-09-24,00:30:38,19.8,28.41,28.48
2025-09-24,01:00:39,14.9,28.55,28.67
2025-09-24,01:30:36,21.1,28.44,29.00
2025-09-24,02:00:38,27.4,28.47,28.82
2025-09-24,02:30:40,19.9,28.89,28.55
2025-09-24,03:00:33,24.9,29.04,28.85
2025-09-24,03:30:52,15.1,28.97,28.69
2025-09-24,04:00:37,19.1,28.62,28.70
2025-09-24,04:30:36,14.9,28.51,28.57
2025-09-24,05:00:37,16.1,28.48,28.56
2025-09-24,05:30:40,15.5,28.70,28.54
2025-09-24,06:00:37,18.3,28.39,28.48
2025-09-24,06:30:37,27.1,28.57,28.54
2025-09-24,07:00:37,28.8,28.49,28.70
2025-09-24,07:30:39,22.6,28.42,28.45
2025-09-24,08:00:38,26.9,22.67,28.93
2025-09-24,08:30:39,16.0,28.50,28.68
2025-09-24,09:00:40,18.0,27.52,28.50
2025-09-24,09:30:39,17.3,28.95,28.59
2025-09-24,10:00:38,19.4,28.40,28.79
2025-09-24,10:30:36,25.9,28.21,28.93
2025-09-24,11:00:39,27.8,29.53,28.64
2025-09-24,11:30:40,18.1,28.42,28.48
2025-09-24,12:00:36,19.4,28.57,28.64
2025-09-24,12:30:39,17.4,28.59,28.74
2025-09-24,13:00:35,19.7,28.71,29.31
2025-09-24,13:30:38,26.6,28.28,29.11
2025-09-24,14:00:34,23.7,27.88,28.79
2025-09-24,14:30:36,19.0,28.71,29.04
2025-09-24,15:00:35,19.1,26.87,28.64
2025-09-24,15:31:25,38.6,12.28,12.65
2025-09-24,15:31:27,29.5,20.69,17.93
2025-09-24,16:00:38,29.7,29.57,28.73
2025-09-24,16:30:40,29.0,20.07,29.55
2025-09-24,17:00:34,19.7,26.38,28.59
2025-09-24,17:30:43,39.6,28.90,29.90
2025-09-24,18:00:32,30.0,28.72,28.70
2025-09-24,18:30:43,29.9,29.84,28.89
2025-09-24,19:00:33,34.4,29.04,28.68
2025-09-24,19:30:40,29.5,29.50,28.96
2025-09-24,20:00:38,31.8,30.42,28.77
2025-09-24,20:30:34,32.9,28.52,28.79
2025-09-24,21:00:36,22.3,29.93,29.35
2025-09-24,21:30:33,40.0,27.34,20.48
2025-09-24,22:00:38,25.7,30.22,28.58
2025-09-24,22:30:34,23.4,28.57,29.18
2025-09-24,23:00:38,23.9,30.68,28.62
2025-09-24,23:30:45,29.8,29.73,29.09
