Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-09-21,00:00:35,23.9,28.49,28.68
2025-09-21,00:30:38,21.6,28.64,28.91
2025-09-21,01:00:40,22.9,28.78,28.47
2025-09-21,01:30:35,18.2,29.37,28.53
2025-09-21,02:00:40,23.4,28.48,28.84
2025-09-21,02:30:36,20.2,29.20,29.00
2025-09-21,03:00:37,20.8,28.86,28.73
2025-09-21,03:30:37,16.8,29.12,28.73
2025-09-21,04:00:36,20.1,28.92,28.69
2025-09-21,04:30:39,19.1,28.41,28.65
2025-09-21,05:00:39,21.5,28.75,28.58
2025-09-21,05:30:35,29.5,29.19,28.59
2025-09-21,06:00:35,17.2,28.70,28.61
2025-09-21,06:30:40,19.6,28.93,28.62
2025-09-21,07:00:41,28.9,28.83,28.67
2025-09-21,07:30:39,27.4,28.56,29.28
2025-09-21,08:00:35,28.8,28.50,29.13
2025-09-21,08:30:36,22.9,28.57,28.99
2025-09-21,09:00:39,18.1,28.26,28.71
2025-09-21,09:30:34,21.9,29.42,29.33
2025-09-21,10:00:37,19.1,29.31,28.70
2025-09-21,10:30:33,24.5,29.18,29.40
2025-09-21,11:00:36,27.1,28.44,28.97
2025-09-21,11:30:39,34.5,28.87,28.76
2025-09-21,12:00:37,33.9,29.89,28.70
2025-09-21,12:30:34,20.3,28.46,28.61
2025-09-21,13:00:36,22.2,28.60,28.97
2025-09-21,13:34:05,19.0,28.37,28.67
2025-09-21,14:00:36,19.7,28.64,29.21
2025-09-21,14:30:37,20.6,28.81,29.02
2025-09-21,15:00:36,18.1,28.58,28.55
2025-09-21,15:30:41,22.5,30.22,28.58
2025-09-21,16:00:38,18.8,28.61,29.01
2025-09-21,16:30:38,22.5,28.25,28.67
2025-09-21,16:51:38,22.8,28.85,29.19
2025-09-21,17:00:37,31.9,28.43,29.42
2025-09-21,17:30:43,24.8,28.64,29.23
2025-09-21,18:00:41,26.3,29.96,28.65
2025-09-21,18:23:43,32.0,28.85,28.88
2025-09-21,18:30:38,17.9,28.57,28.73
2025-09-21,19:07:42,17.9,27.06,28.36
2025-09-21,19:30:39,18.3,26.33,28.75
2025-09-21,20:00:39,19.9,25.82,28.41
2025-09-21,20:30:43,18.4,27.38,28.43
2025-09-21,21:00:39,15.9,25.20,28.57
2025-09-21,21:30:39,16.4,25.96,28.48
2025-09-21,22:00:38,15.5,26.75,28.49
2025-09-21,22:30:42,22.2,26.70,28.45
2025-09-21,23:00:39,20.0,27.58,28.52
2025-09-21,23:30:37,29.9,26.49,28.51
