Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2026-01-12,00:00:44,29.1,30.23,29.22
2026-01-12,00:30:47,39.8,30.45,29.51
2026-01-12,01:00:38,25.0,28.86,19.34
2026-01-12,01:30:40,32.5,30.48,24.20
2026-01-12,02:00:37,30.2,28.98,23.21
2026-01-12,02:30:47,29.7,31.08,28.84
2026-01-12,03:00:41,25.1,30.61,21.65
2026-01-12,03:30:35,35.9,28.75,29.18
2026-01-12,04:00:33,38.0,29.06,29.05
2026-01-12,04:30:37,30.6,28.49,30.19
2026-01-12,05:00:40,27.6,28.44,22.58
2026-01-12,05:30:40,31.5,28.69,21.26
2026-01-12,06:00:39,30.8,28.86,15.58
2026-01-12,06:19:55,30.4,28.49,29.66
2026-01-12,06:30:38,29.9,28.30,30.13
2026-01-12,07:00:39,33.4,30.95,29.69
2026-01-12,07:30:46,34.6,30.44,29.22
2026-01-12,08:00:33,33.5,29.28,29.51
2026-01-12,08:30:35,28.7,29.19,28.89
2026-01-12,09:00:35,27.3,29.33,29.40
2026-01-12,09:30:46,29.7,10.55,28.63
2026-01-12,10:00:36,28.9,24.73,30.17
2026-01-12,10:30:41,29.3,19.95,29.16
2026-01-12,11:00:38,35.2,26.90,29.63
2026-01-12,11:30:42,35.2,27.13,28.90
2026-01-12,12:00:50,35.3,17.68,29.68
2026-01-12,12:30:39,29.8,17.19,29.47
2026-01-12,13:00:39,30.4,12.78,29.12
2026-01-12,13:30:38,31.6,21.90,29.08
2026-01-12,14:00:46,28.4,22.85,29.48
2026-01-12,14:30:37,36.1,28.00,29.26
2026-01-12,15:00:43,28.6,15.03,28.97
2026-01-12,15:30:40,24.9,12.88,29.53
2026-01-12,16:00:40,29.9,28.34,29.05
2026-01-12,16:30:44,26.5,26.68,31.36
2026-01-12,17:00:41,24.7,12.90,30.43
2026-01-12,17:30:41,31.4,11.68,29.61
2026-01-12,18:00:37,41.2,27.17,29.17
2026-01-12,18:30:39,29.5,12.18,29.45
2026-01-12,19:00:42,32.2,10.31,30.80
2026-01-12,19:30:38,33.2,16.36,32.85
2026-01-12,20:00:51,76.0,4.04,30.07
2026-01-12,20:30:56,107.4,1.92,28.65
2026-01-12,21:00:52,87.6,1.43,27.36
2026-01-12,21:30:09,0.0,0.00,0.00
2026-01-12,22:00:45,89.2,1.28,27.94
2026-01-12,22:30:52,84.1,1.11,28.02
2026-01-12,23:00:49,80.6,28.99,24.69
2026-01-12,23:30:36,24.2,28.74,29.71
