Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-08-16,00:48:14,23.2,29.47,29.01
2025-08-16,01:00:38,20.6,28.15,28.73
2025-08-16,01:30:38,21.2,27.99,28.63
2025-08-16,02:00:41,19.2,28.18,28.77
2025-08-16,02:30:43,30.9,28.37,29.09
2025-08-16,03:00:37,17.9,27.72,28.71
2025-08-16,03:21:18,27.1,27.51,28.59
2025-08-16,03:30:40,16.9,28.46,29.02
2025-08-16,04:00:40,17.9,28.48,28.78
2025-08-16,04:30:39,18.3,31.58,29.16
2025-08-16,05:00:35,16.1,28.80,28.58
2025-08-16,05:30:34,22.5,29.24,28.79
2025-08-16,06:00:40,23.1,31.48,28.69
2025-08-16,06:30:39,28.3,29.14,29.05
2025-08-16,07:00:38,26.9,28.13,29.21
2025-08-16,07:30:38,18.9,28.98,29.34
2025-08-16,08:00:41,29.8,31.25,28.68
2025-08-16,08:30:41,26.1,31.41,28.50
2025-08-16,09:00:38,22.6,28.55,29.73
2025-08-16,09:30:15,0.0,0.00,0.00
2025-08-16,10:00:11,0.0,0.00,0.00
2025-08-16,10:17:22,0.0,0.00,0.00
2025-08-16,10:30:12,0.0,0.00,0.00
2025-08-16,11:00:11,0.0,0.00,0.00
2025-08-16,11:30:11,0.0,0.00,0.00
2025-08-16,12:00:11,0.0,0.00,0.00
2025-08-16,12:30:11,0.0,0.00,0.00
2025-08-16,12:57:09,0.0,0.00,0.00
2025-08-16,13:00:11,0.0,0.00,0.00
2025-08-16,13:02:49,0.0,0.00,0.00
2025-08-16,13:30:11,0.0,0.00,0.00
2025-08-16,13:34:16,0.0,0.00,0.00
2025-08-16,14:00:11,0.0,0.00,0.00
2025-08-16,14:13:47,0.0,0.00,0.00
2025-08-16,14:30:11,0.0,0.00,0.00
2025-08-16,15:00:11,0.0,0.00,0.00
2025-08-16,15:30:11,0.0,0.00,0.00
2025-08-16,16:00:11,0.0,0.00,0.00
2025-08-16,16:30:11,0.0,0.00,0.00
2025-08-16,17:00:11,0.0,0.00,0.00
2025-08-16,17:30:11,0.0,0.00,0.00
2025-08-16,18:31:41,24.7,29.17,30.53
2025-08-16,19:00:42,38.2,28.29,32.51
2025-08-16,19:30:41,33.1,29.34,27.86
2025-08-16,20:00:35,27.2,29.07,29.58
2025-08-16,20:30:42,32.4,27.41,30.30
2025-08-16,21:00:43,21.9,28.63,31.39
2025-08-16,21:30:40,39.7,26.60,30.05
2025-08-16,22:00:35,32.3,30.87,28.77
2025-08-16,22:30:47,36.0,26.40,29.22
2025-08-16,23:00:39,24.2,29.61,29.37
2025-08-16,23:30:36,30.5,28.98,28.84
