Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-10-23,00:13:24,30.2,28.28,28.86
2025-10-23,00:30:28,28.1,29.18,28.61
2025-10-23,01:00:38,22.2,31.44,1.60
2025-10-23,01:30:30,22.3,28.86,29.11
2025-10-23,02:00:28,21.9,29.12,28.94
2025-10-23,02:30:29,17.2,28.76,28.77
2025-10-23,03:00:32,18.0,30.75,29.51
2025-10-23,03:30:32,31.0,28.52,29.19
2025-10-23,04:00:30,21.5,31.40,28.68
2025-10-23,04:30:28,21.0,29.32,28.62
2025-10-23,05:00:29,22.3,28.80,28.71
2025-10-23,05:30:33,20.6,27.88,28.69
2025-10-23,06:00:28,22.4,28.27,28.85
2025-10-23,06:30:30,33.4,28.33,28.65
2025-10-23,07:00:29,25.6,28.88,29.11
2025-10-23,07:30:35,38.5,28.53,30.58
2025-10-23,08:00:29,30.4,28.50,28.77
2025-10-23,08:30:11,0.0,0.00,0.00
2025-10-23,09:00:30,32.0,28.57,29.15
2025-10-23,09:30:36,28.8,31.02,29.08
2025-10-23,10:00:32,30.9,28.61,27.65
2025-10-23,10:30:30,21.7,30.11,29.45
2025-10-23,11:00:31,34.8,29.14,31.29
2025-10-23,11:30:29,25.4,28.58,29.17
2025-10-23,12:00:35,32.6,25.25,30.23
2025-10-23,12:30:35,43.4,31.27,28.43
2025-10-23,13:00:33,35.4,29.51,30.04
2025-10-23,13:30:28,28.2,28.24,29.36
2025-10-23,14:00:42,53.2,26.53,29.96
2025-10-23,14:30:30,35.3,26.95,29.17
2025-10-23,15:00:32,50.9,27.65,30.74
2025-10-23,15:30:32,37.6,26.64,29.12
2025-10-23,16:00:27,29.2,29.33,29.32
2025-10-23,16:30:34,29.7,31.38,28.96
2025-10-23,17:00:30,41.0,28.39,29.45
2025-10-23,17:30:34,21.7,28.01,28.51
2025-10-23,17:40:21,23.1,28.79,29.10
2025-10-23,18:31:10,20.4,28.54,30.89
2025-10-23,18:45:38,0.0,0.00,0.00
2025-10-23,19:00:34,24.6,27.84,30.65
2025-10-23,19:30:33,25.6,28.59,29.49
2025-10-23,20:00:47,80.7,0.99,31.11
2025-10-23,20:30:37,31.8,28.27,31.46
2025-10-23,21:00:35,29.3,22.16,29.18
2025-10-23,21:30:38,47.5,23.31,28.89
2025-10-23,22:00:45,30.9,29.07,23.00
2025-10-23,22:30:30,28.4,29.49,29.80
2025-10-23,23:00:11,0.0,0.00,0.00
2025-10-23,23:30:11,0.0,0.00,0.00
