Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-10-12,17:21:09,42.2,29.49,28.93
2025-10-12,17:30:48,41.7,23.96,29.09
2025-10-12,18:00:45,40.0,13.62,30.05
2025-10-12,18:30:46,42.8,17.15,29.27
2025-10-12,19:00:44,140.7,10.87,30.90
2025-10-12,19:30:42,51.1,22.89,21.56
2025-10-12,20:00:54,68.6,3.79,27.31
2025-10-12,20:30:50,62.9,4.50,31.27
2025-10-12,21:00:17,0.0,0.00,0.00
2025-10-12,21:30:17,0.0,0.00,0.00
2025-10-12,22:00:35,52.2,15.06,20.22
2025-10-12,22:30:47,60.3,15.48,31.23
2025-10-12,23:00:11,0.0,0.00,0.00
2025-10-12,23:02:28,0.0,0.00,0.00
2025-10-12,23:30:11,0.0,0.00,0.00
2025-10-12,23:33:49,0.0,0.00,0.00
