Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-09-28,00:00:38,19.9,30.37,29.15
2025-09-28,00:30:32,30.0,28.51,28.57
2025-09-28,01:00:30,20.0,28.56,28.70
2025-09-28,01:30:35,20.0,30.42,28.82
2025-09-28,02:00:30,29.9,28.49,28.63
2025-09-28,02:30:34,19.9,28.55,28.80
2025-09-28,03:00:31,29.9,28.52,28.91
2025-09-28,03:30:35,29.9,28.46,28.69
2025-09-28,04:00:30,19.9,29.50,28.74
2025-09-28,04:30:33,29.9,28.46,28.82
2025-09-28,05:00:32,29.9,28.43,28.81
2025-09-28,05:30:34,29.9,28.53,28.73
2025-09-28,06:00:31,29.9,28.53,28.75
2025-09-28,06:30:34,20.0,28.97,29.20
2025-09-28,07:00:31,29.9,28.44,28.68
2025-09-28,07:30:33,19.9,29.84,29.04
2025-09-28,08:00:34,19.9,28.37,28.89
2025-09-28,08:30:36,19.9,30.20,28.77
2025-09-28,09:00:46,26.3,30.03,28.95
2025-09-28,09:09:29,32.9,17.00,28.72
2025-09-28,09:30:41,27.2,28.40,28.76
2025-09-28,10:00:41,21.1,28.80,28.97
2025-09-28,10:30:46,32.7,28.07,28.86
2025-09-28,11:00:40,22.0,28.68,28.69
2025-09-28,11:30:40,20.4,28.09,28.96
2025-09-28,12:00:41,33.5,17.40,13.54
2025-09-28,12:26:09,34.3,29.52,29.10
2025-09-28,12:30:41,27.3,28.36,29.30
2025-09-28,12:45:04,40.0,28.45,29.31
2025-09-28,13:00:38,18.6,28.33,28.70
2025-09-28,13:30:35,27.4,28.38,28.99
2025-09-28,14:00:40,35.0,28.54,28.72
2025-09-28,14:30:35,23.8,28.44,29.00
2025-09-28,14:59:49,20.5,28.34,29.22
2025-09-28,15:00:44,28.4,27.68,28.40
2025-09-28,15:30:49,25.8,26.95,28.73
2025-09-28,16:00:42,23.8,28.58,29.11
2025-09-28,16:30:40,24.2,28.42,28.84
2025-09-28,17:00:38,31.1,25.30,29.14
2025-09-28,17:30:31,28.1,28.47,28.83
2025-09-28,18:00:31,26.2,28.82,28.27
2025-09-28,18:30:49,28.4,29.07,28.96
2025-09-28,19:00:42,34.7,28.22,28.90
2025-09-28,19:30:38,37.8,29.59,29.06
2025-09-28,20:00:39,31.2,12.30,20.42
2025-09-28,20:30:40,52.8,29.06,23.77
2025-09-28,21:00:40,25.3,31.51,28.15
2025-09-28,21:30:43,26.8,27.62,31.59
2025-09-28,22:00:41,30.8,30.15,13.11
