Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2026-01-23,00:00:36,30.3,30.54,29.27
2026-01-23,00:30:35,29.2,28.75,28.86
2026-01-23,01:00:34,17.1,28.77,29.05
2026-01-23,01:30:35,17.4,28.79,28.82
2026-01-23,02:00:34,29.9,28.89,26.45
2026-01-23,02:30:37,24.8,28.47,29.09
2026-01-23,03:00:36,25.8,28.71,18.50
2026-01-23,03:30:36,27.6,29.20,19.29
2026-01-23,04:00:38,32.9,31.00,23.28
2026-01-23,04:30:41,26.8,29.27,22.51
2026-01-23,05:00:41,29.9,28.37,25.95
2026-01-23,05:30:40,29.6,28.62,29.68
2026-01-23,06:00:36,29.0,28.45,25.30
2026-01-23,06:30:45,27.7,31.80,26.99
2026-01-23,07:00:38,29.3,28.45,23.87
2026-01-23,07:30:36,36.7,28.45,24.03
2026-01-23,08:00:36,30.7,28.74,25.48
2026-01-23,08:30:39,35.5,31.39,20.61
2026-01-23,09:00:37,29.8,22.21,23.31
2026-01-23,09:30:44,28.8,30.60,22.29
2026-01-23,10:00:35,30.5,28.95,27.28
2026-01-23,10:30:36,27.8,28.07,20.36
2026-01-23,11:00:39,37.4,23.96,4.51
2026-01-23,11:30:38,28.7,29.51,20.46
2026-01-23,12:00:39,30.8,28.45,18.13
2026-01-23,12:30:44,26.6,28.78,18.62
2026-01-23,13:00:42,33.3,28.93,19.20
2026-01-23,13:30:43,32.2,30.22,10.06
2026-01-23,14:00:43,64.8,17.35,30.34
2026-01-23,14:30:45,28.6,30.69,16.98
2026-01-23,15:00:40,31.5,25.12,13.65
2026-01-23,15:30:39,41.7,25.28,23.47
2026-01-23,16:00:48,29.9,23.40,18.39
2026-01-23,16:30:43,32.4,28.03,23.21
2026-01-23,17:00:31,40.7,23.58,14.61
2026-01-23,17:30:36,41.8,27.99,27.57
2026-01-23,18:00:40,29.6,29.06,15.76
2026-01-23,18:30:41,70.1,24.36,18.14
2026-01-23,19:00:52,59.7,1.71,21.15
2026-01-23,19:30:56,47.1,5.09,20.49
2026-01-23,20:00:46,55.4,20.04,20.82
2026-01-23,20:30:39,56.1,5.61,1.43
2026-01-23,21:00:42,38.9,8.12,9.15
2026-01-23,21:30:54,43.5,2.96,16.62
2026-01-23,22:00:41,48.8,4.88,5.66
2026-01-23,22:30:47,33.8,4.29,25.52
2026-01-23,23:00:43,57.4,29.85,14.43
2026-01-23,23:30:40,34.4,29.30,17.87
