Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-10-31,00:00:39,27.0,28.36,28.63
2025-10-31,00:19:03,15.7,28.71,28.76
2025-10-31,00:31:06,19.1,28.47,29.07
2025-10-31,01:01:08,14.9,28.46,28.78
2025-10-31,01:31:07,16.0,28.40,28.72
2025-10-31,02:01:07,16.5,28.58,28.61
2025-10-31,02:31:06,15.3,28.37,29.02
2025-10-31,03:01:04,16.8,28.48,28.86
2025-10-31,03:31:05,15.9,28.50,28.88
2025-10-31,04:01:08,15.1,28.47,28.69
2025-10-31,04:31:04,14.2,28.46,28.83
2025-10-31,05:01:07,15.9,28.46,28.78
2025-10-31,05:31:10,17.9,28.37,28.90
2025-10-31,06:01:06,19.0,28.64,28.82
2025-10-31,06:31:06,18.9,28.39,29.07
2025-10-31,07:01:07,16.5,28.61,28.73
2025-10-31,07:31:03,32.8,29.43,29.10
2025-10-31,08:01:07,22.6,28.90,29.09
2025-10-31,08:31:03,31.7,28.70,30.74
2025-10-31,09:01:05,15.8,28.37,29.06
2025-10-31,09:31:06,29.9,29.35,30.16
2025-10-31,10:01:01,21.2,29.26,29.44
2025-10-31,10:31:03,33.5,28.51,29.31
2025-10-31,11:01:08,22.4,28.51,29.11
2025-10-31,11:31:04,19.7,28.06,29.90
2025-10-31,12:01:03,21.3,28.60,29.94
2025-10-31,12:31:04,21.3,29.38,29.11
2025-10-31,13:01:15,22.3,16.16,30.92
2025-10-31,13:31:05,25.1,28.09,28.97
2025-10-31,14:00:50,32.3,29.51,31.35
2025-10-31,14:31:05,21.2,28.55,29.50
2025-10-31,15:01:08,21.6,28.50,29.56
2025-10-31,16:30:11,36.5,31.38,29.22
2025-10-31,16:30:42,36.6,28.97,30.69
2025-10-31,17:00:37,26.3,28.76,30.08
2025-10-31,17:30:40,22.7,29.23,28.69
2025-10-31,18:00:36,27.1,28.90,29.00
2025-10-31,18:30:47,39.0,31.15,28.96
2025-10-31,19:00:47,54.0,7.97,24.30
2025-10-31,19:30:50,38.5,12.53,30.77
2025-10-31,20:00:58,65.4,18.64,29.53
2025-10-31,20:30:35,44.1,18.43,22.28
2025-10-31,21:00:26,0.0,0.00,0.00
2025-10-31,21:30:49,149.4,11.18,17.49
2025-10-31,22:00:43,35.0,11.06,22.67
2025-10-31,22:30:16,0.0,0.00,0.00
2025-10-31,23:00:44,27.0,27.15,29.13
2025-10-31,23:30:33,20.3,26.58,29.43
