Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-08-31,00:01:10,19.9,28.62,29.37
2025-08-31,00:31:10,20.0,28.42,28.65
2025-08-31,01:01:01,30.0,28.83,28.76
2025-08-31,01:31:05,19.9,28.53,28.70
2025-08-31,02:01:08,19.9,28.47,28.84
2025-08-31,02:31:07,19.8,28.51,28.71
2025-08-31,03:01:04,19.9,28.45,28.75
2025-08-31,03:31:12,29.9,28.50,28.55
2025-08-31,04:01:06,19.9,28.46,28.61
2025-08-31,04:31:03,29.9,28.44,28.71
2025-08-31,05:01:11,29.8,28.71,28.85
2025-08-31,05:31:09,19.9,28.47,28.64
2025-08-31,06:01:13,19.9,28.57,28.38
2025-08-31,06:31:04,29.9,28.67,28.81
2025-08-31,07:01:03,29.9,28.85,28.67
2025-08-31,07:31:11,19.7,29.08,28.62
2025-08-31,08:01:02,19.9,28.50,28.90
2025-08-31,08:30:37,19.8,28.46,28.76
2025-08-31,09:00:34,0.0,0.00,0.00
2025-08-31,09:30:36,29.7,28.47,28.68
2025-08-31,10:00:37,29.6,28.45,28.64
2025-08-31,10:30:46,28.4,27.53,28.78
2025-08-31,11:00:33,19.8,28.92,28.60
2025-08-31,11:30:37,19.9,28.47,29.24
2025-08-31,12:00:36,21.2,27.35,28.83
2025-08-31,12:30:34,20.1,28.47,26.79
2025-08-31,13:00:35,19.7,28.10,28.50
2025-08-31,13:30:35,19.8,28.58,28.58
2025-08-31,14:00:33,36.6,28.41,28.37
2025-08-31,14:16:48,19.9,24.15,28.81
2025-08-31,14:30:38,21.1,31.18,28.66
2025-08-31,14:36:42,19.9,29.38,28.81
2025-08-31,15:00:38,18.3,28.57,28.61
2025-08-31,15:30:37,18.4,28.41,28.64
2025-08-31,16:00:36,18.4,27.81,28.78
2025-08-31,16:30:39,19.8,28.48,28.68
2025-08-31,17:00:37,19.8,28.56,28.77
2025-08-31,17:30:37,33.7,28.33,29.05
2025-08-31,18:00:34,21.6,28.86,28.88
2025-08-31,18:30:39,23.4,25.24,28.44
2025-08-31,18:30:54,115.7,27.65,29.00
2025-08-31,19:00:42,19.2,27.81,28.71
2025-08-31,19:30:44,19.9,27.85,28.80
2025-08-31,20:00:32,21.3,28.16,29.35
2025-08-31,20:30:39,18.4,26.63,28.63
2025-08-31,21:00:32,30.0,28.99,28.47
2025-08-31,21:30:41,18.2,28.42,28.45
2025-08-31,21:56:21,16.6,24.85,28.36
2025-08-31,22:00:44,23.8,25.37,28.37
2025-08-31,22:07:04,19.9,26.34,28.47
2025-08-31,22:19:18,20.0,25.11,28.53
2025-08-31,22:30:41,16.9,27.37,28.52
2025-08-31,22:42:46,18.2,25.23,28.72
2025-08-31,22:50:59,18.0,24.27,28.35
2025-08-31,23:00:17,21.6,26.41,23.79
2025-08-31,23:00:34,27.8,26.02,26.62
