Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-08-02,00:00:35,20.2,28.96,28.91
2025-08-02,00:30:42,23.6,28.69,29.23
2025-08-02,01:00:42,19.9,28.49,29.00
2025-08-02,01:30:40,19.9,28.91,28.90
2025-08-02,02:00:37,51.9,30.63,29.70
2025-08-02,02:30:46,19.8,31.64,28.91
2025-08-02,03:00:39,19.6,28.47,28.69
2025-08-02,03:30:43,19.8,28.81,29.16
2025-08-02,04:00:34,20.1,29.57,28.75
2025-08-02,04:30:38,20.0,29.46,28.64
2025-08-02,05:00:42,21.0,28.40,29.02
2025-08-02,05:30:47,20.2,28.49,29.15
2025-08-02,06:00:39,19.6,28.46,29.28
2025-08-02,06:30:40,19.1,28.53,29.20
2025-08-02,07:00:37,19.6,28.56,29.31
2025-08-02,07:30:42,19.8,28.50,29.26
2025-08-02,08:00:40,30.2,30.03,29.93
2025-08-02,08:30:50,19.1,28.46,28.75
2025-08-02,09:00:39,33.7,29.01,29.41
2025-08-02,09:30:39,20.1,28.50,29.13
2025-08-02,10:00:37,20.3,28.48,28.70
2025-08-02,10:30:42,20.2,29.24,29.08
2025-08-02,11:00:38,19.9,28.78,31.38
2025-08-02,11:30:42,20.7,28.51,28.71
2025-08-02,12:00:38,21.7,28.45,28.95
2025-08-02,12:30:39,19.8,28.46,29.16
2025-08-02,13:00:34,19.8,31.67,29.76
2025-08-02,13:30:46,21.2,28.39,29.31
2025-08-02,14:00:40,22.8,28.56,29.29
2025-08-02,14:30:43,16.5,28.31,29.02
2025-08-02,15:00:36,19.3,28.57,29.79
2025-08-02,15:30:45,19.7,28.67,29.65
2025-08-02,16:00:49,20.4,28.46,29.70
2025-08-02,16:30:45,21.0,28.52,29.25
2025-08-02,17:00:38,19.9,28.52,28.89
2025-08-02,17:30:54,38.3,31.34,30.45
2025-08-02,17:55:18,23.1,28.84,28.75
2025-08-02,18:01:09,23.1,28.41,28.54
2025-08-02,18:31:20,29.9,28.50,28.69
2025-08-02,19:01:08,21.4,26.21,29.52
2025-08-02,19:31:20,29.4,25.93,33.26
2025-08-02,20:01:04,23.7,27.17,29.21
2025-08-02,20:31:21,27.1,28.99,32.11
2025-08-02,21:01:08,27.3,26.47,29.97
2025-08-02,21:31:18,40.2,27.26,32.26
2025-08-02,22:01:16,30.9,29.34,31.69
2025-08-02,22:31:17,31.4,29.02,31.08
2025-08-02,23:01:14,28.3,20.07,29.39
2025-08-02,23:31:16,26.7,28.59,30.47
