Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-10-20,00:00:11,0.0,0.00,0.00
2025-10-20,00:30:11,0.0,0.00,0.00
2025-10-20,01:00:11,0.0,0.00,0.00
2025-10-20,01:30:12,0.0,0.00,0.00
2025-10-20,02:00:11,0.0,0.00,0.00
2025-10-20,02:30:11,0.0,0.00,0.00
2025-10-20,03:00:11,0.0,0.00,0.00
2025-10-20,03:30:11,0.0,0.00,0.00
2025-10-20,04:00:11,0.0,0.00,0.00
2025-10-20,04:30:11,0.0,0.00,0.00
2025-10-20,05:00:11,0.0,0.00,0.00
2025-10-20,05:30:11,0.0,0.00,0.00
2025-10-20,06:00:11,0.0,0.00,0.00
2025-10-20,06:30:11,0.0,0.00,0.00
2025-10-20,07:00:11,0.0,0.00,0.00
2025-10-20,07:30:40,28.8,28.04,28.80
2025-10-20,08:00:37,17.4,29.24,29.02
2025-10-20,08:30:40,24.1,27.73,30.57
2025-10-20,09:00:39,20.6,29.16,30.04
2025-10-20,09:30:37,19.2,26.84,28.53
2025-10-20,10:00:33,16.1,28.32,29.19
2025-10-20,10:30:29,33.1,26.27,28.96
2025-10-20,11:00:45,30.6,30.34,29.16
2025-10-20,11:30:39,21.0,28.49,29.14
2025-10-20,12:00:43,24.3,30.42,29.53
2025-10-20,12:15:51,39.8,29.00,29.55
2025-10-20,12:50:19,31.1,26.05,30.39
2025-10-20,13:00:39,28.1,27.82,29.54
2025-10-20,13:30:38,26.2,24.86,28.81
2025-10-20,14:00:41,46.2,30.99,29.06
2025-10-20,14:30:44,21.3,29.33,30.79
2025-10-20,15:00:35,18.4,28.67,29.96
2025-10-20,15:30:37,28.1,27.26,28.91
2025-10-20,16:00:37,22.6,22.25,28.91
2025-10-20,16:30:39,20.3,29.14,29.11
2025-10-20,17:00:31,26.2,27.82,29.57
2025-10-20,17:30:38,24.9,27.33,31.00
2025-10-20,18:00:35,18.0,28.48,30.55
2025-10-20,18:30:42,27.1,27.70,30.97
2025-10-20,19:00:45,20.4,27.58,29.24
2025-10-20,19:30:35,21.0,30.56,29.96
2025-10-20,20:00:34,27.6,27.29,30.61
2025-10-20,20:30:44,22.1,24.88,28.82
2025-10-20,21:00:39,35.3,30.35,29.94
2025-10-20,21:30:47,28.7,29.74,29.78
2025-10-20,22:00:38,20.7,27.69,30.15
2025-10-20,22:30:35,24.0,28.69,29.24
2025-10-20,23:00:11,0.0,0.00,0.00
2025-10-20,23:30:11,0.0,0.00,0.00
