Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2026-02-03,00:00:38,29.9,24.49,28.84
2026-02-03,00:30:38,21.7,30.36,28.80
2026-02-03,01:00:41,23.0,28.33,28.84
2026-02-03,01:30:19,0.0,0.00,0.00
2026-02-03,02:00:43,25.3,29.41,29.10
2026-02-03,02:30:33,27.8,28.68,29.15
2026-02-03,03:00:35,19.5,28.50,28.86
2026-02-03,03:30:39,20.9,28.59,28.58
2026-02-03,04:00:34,24.6,28.64,28.54
2026-02-03,04:30:38,20.2,28.88,29.03
2026-02-03,05:00:34,23.0,29.46,28.78
2026-02-03,05:30:39,26.8,28.63,28.72
2026-02-03,06:00:36,26.4,28.79,29.79
2026-02-03,06:30:38,27.8,28.74,28.81
2026-02-03,07:00:33,27.0,29.08,29.36
2026-02-03,07:30:34,32.0,28.72,28.91
2026-02-03,08:00:37,23.0,30.25,28.86
2026-02-03,08:30:37,24.3,28.64,29.04
2026-02-03,09:00:35,24.6,19.94,28.50
2026-02-03,09:30:44,25.4,27.11,28.77
2026-02-03,10:05:30,30.8,29.27,28.84
2026-02-03,14:26:46,30.0,29.00,28.64
2026-02-03,14:31:15,28.7,29.20,30.26
2026-02-03,15:01:14,19.9,28.85,26.19
2026-02-03,15:31:06,29.9,29.08,29.02
2026-02-03,16:01:12,27.1,30.68,28.97
2026-02-03,16:31:08,29.8,30.44,28.85
2026-02-03,17:01:06,19.9,29.28,29.01
2026-02-03,17:31:07,19.8,29.37,29.01
2026-02-03,18:01:14,30.1,28.89,22.82
2026-02-03,18:31:08,38.2,30.26,29.18
2026-02-03,18:42:00,39.3,22.75,30.36
2026-02-03,19:00:37,40.5,27.88,29.52
2026-02-03,19:30:44,26.4,22.07,29.19
2026-02-03,20:00:45,68.0,12.29,30.57
2026-02-03,20:30:32,36.0,13.99,31.66
2026-02-03,21:00:37,82.5,5.54,28.87
2026-02-03,21:30:48,49.3,11.35,30.22
2026-02-03,22:00:36,35.3,26.93,32.11
2026-02-03,22:30:53,29.5,14.32,18.20
2026-02-03,23:00:23,0.0,0.00,0.00
2026-02-03,23:30:30,0.0,0.00,0.00
