Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-10-07,00:00:40,29.0,28.48,28.97
2025-10-07,00:30:37,37.3,28.89,29.27
2025-10-07,01:00:33,24.1,28.86,29.21
2025-10-07,01:30:37,26.6,28.58,29.00
2025-10-07,02:00:37,23.8,28.74,29.27
2025-10-07,02:30:37,21.8,28.61,29.09
2025-10-07,03:00:37,23.4,30.92,28.90
2025-10-07,03:30:42,21.2,28.55,29.42
2025-10-07,04:00:33,23.6,28.96,29.03
2025-10-07,04:30:37,24.6,28.93,28.89
2025-10-07,05:00:34,22.5,29.12,29.19
2025-10-07,05:30:36,27.5,29.07,29.08
2025-10-07,06:00:34,20.5,28.76,29.16
2025-10-07,06:30:36,20.5,28.68,29.00
2025-10-07,07:00:34,20.6,28.54,29.81
2025-10-07,07:30:39,20.3,28.74,29.01
2025-10-07,08:00:38,33.5,27.93,29.44
2025-10-07,08:30:36,25.4,28.50,29.39
2025-10-07,09:00:41,30.1,31.15,31.22
2025-10-07,09:30:36,31.6,29.35,29.93
2025-10-07,10:00:32,25.1,26.93,29.98
2025-10-07,10:30:34,27.7,29.83,31.00
2025-10-07,11:00:46,42.0,31.29,29.00
2025-10-07,11:30:36,25.3,28.33,29.28
2025-10-07,12:04:45,31.1,28.74,28.94
2025-10-07,12:30:36,18.8,28.78,28.81
2025-10-07,13:00:38,27.4,26.51,31.40
2025-10-07,13:30:35,30.4,27.27,30.96
2025-10-07,14:02:11,30.7,28.96,29.20
2025-10-07,14:31:07,34.0,27.44,31.73
2025-10-07,15:01:04,38.5,28.49,31.68
2025-10-07,15:31:14,33.8,31.09,30.78
2025-10-07,16:01:00,25.8,29.51,29.30
2025-10-07,18:25:10,22.4,28.84,29.39
2025-10-07,18:30:36,19.2,28.74,28.35
2025-10-07,19:00:36,18.3,28.35,28.73
2025-10-07,19:30:37,23.2,29.33,28.74
2025-10-07,20:00:39,22.7,27.94,31.29
2025-10-07,20:30:35,30.4,29.20,29.15
2025-10-07,21:00:42,28.9,28.81,29.46
2025-10-07,21:30:29,36.0,28.63,31.16
2025-10-07,22:00:44,21.2,29.26,30.92
2025-10-07,22:30:37,19.8,30.82,29.39
2025-10-07,23:00:37,19.6,28.80,28.77
2025-10-07,23:30:33,15.3,28.65,28.63
