Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-07-28,00:00:38,21.1,28.71,28.99
2025-07-28,00:30:43,19.1,29.04,28.94
2025-07-28,01:00:43,22.6,29.33,28.66
2025-07-28,01:30:42,24.0,28.80,29.02
2025-07-28,02:00:38,19.2,28.46,28.85
2025-07-28,02:30:45,20.5,28.53,28.57
2025-07-28,03:00:41,19.8,28.50,28.97
2025-07-28,03:30:44,20.3,29.51,29.02
2025-07-28,04:00:37,23.4,29.27,29.16
2025-07-28,04:30:48,29.9,28.48,29.38
2025-07-28,05:00:39,19.9,28.37,29.00
2025-07-28,05:30:41,19.3,28.53,29.05
2025-07-28,06:00:40,20.1,31.28,28.95
2025-07-28,06:30:46,19.3,28.33,28.84
2025-07-28,07:00:38,22.5,29.10,28.78
2025-07-28,07:30:42,24.3,28.47,29.08
2025-07-28,08:00:38,20.1,28.52,28.87
2025-07-28,08:30:44,20.3,28.49,29.24
2025-07-28,09:00:38,29.1,29.13,29.95
2025-07-28,09:30:45,22.0,28.40,28.99
2025-07-28,10:00:39,24.4,29.06,29.14
2025-07-28,10:32:44,27.1,24.88,29.24
2025-07-28,11:00:42,39.1,31.39,5.58
2025-07-28,11:30:49,33.1,31.02,3.25
2025-07-28,12:00:36,37.2,28.59,29.39
2025-07-28,12:30:50,41.0,31.30,27.61
2025-07-28,13:00:39,30.7,26.88,29.07
2025-07-28,13:30:48,24.8,29.15,29.09
2025-07-28,14:00:38,33.8,30.43,16.13
2025-07-28,14:30:38,30.0,28.81,28.68
2025-07-28,15:00:33,30.0,28.87,29.79
2025-07-28,15:30:50,24.2,28.18,28.78
2025-07-28,16:00:35,25.7,28.54,28.41
2025-07-28,16:30:43,20.8,28.47,29.34
2025-07-28,16:35:26,29.9,28.48,29.42
2025-07-28,17:00:39,20.0,27.65,28.74
2025-07-28,17:30:48,19.9,28.46,28.77
2025-07-28,18:00:42,29.9,28.42,28.96
2025-07-28,18:30:42,19.9,27.90,29.26
2025-07-28,19:00:39,19.9,28.04,29.07
2025-07-28,19:30:49,21.0,28.43,29.66
2025-07-28,20:00:42,20.0,27.27,30.23
2025-07-28,20:30:48,25.4,27.33,31.09
2025-07-28,21:00:36,19.9,27.86,30.00
2025-07-28,21:30:48,19.9,28.43,28.60
2025-07-28,22:00:36,20.1,28.48,28.83
2025-07-28,22:30:47,19.1,23.86,30.06
2025-07-28,23:00:40,20.9,27.62,29.08
2025-07-28,23:30:51,19.9,28.39,28.80
