Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-08-21,00:01:07,24.2,29.16,28.77
2025-08-21,00:31:10,16.5,28.52,28.81
2025-08-21,01:01:06,17.2,28.46,28.61
2025-08-21,01:31:03,22.6,28.81,28.87
2025-08-21,02:01:04,19.4,28.42,28.79
2025-08-21,02:31:03,28.8,29.54,28.82
2025-08-21,03:01:03,23.4,29.17,28.59
2025-08-21,03:31:04,18.3,32.41,28.98
2025-08-21,04:01:10,25.9,29.43,28.65
2025-08-21,04:31:10,29.4,31.46,28.54
2025-08-21,05:01:00,24.3,29.08,28.76
2025-08-21,05:31:04,27.6,28.56,28.87
2025-08-21,06:01:05,29.0,28.76,28.57
2025-08-21,06:31:10,25.7,28.53,28.48
2025-08-21,06:58:09,22.6,28.42,28.76
2025-08-21,07:00:35,18.8,28.52,29.34
2025-08-21,07:30:43,30.7,29.17,28.96
2025-08-21,08:00:39,21.3,28.48,28.78
2025-08-21,08:30:37,27.7,28.43,28.87
2025-08-21,09:00:35,28.2,27.95,28.68
2025-08-21,09:30:39,22.2,28.89,29.03
2025-08-21,10:00:35,31.2,29.50,29.38
2025-08-21,10:30:37,23.9,28.40,28.75
2025-08-21,11:00:36,25.2,28.58,29.13
2025-08-21,11:40:24,25.5,27.66,29.23
2025-08-21,12:00:39,27.7,28.52,29.63
2025-08-21,12:11:05,33.3,28.97,28.97
2025-08-21,12:30:38,18.8,28.49,29.11
2025-08-21,13:00:37,15.8,28.53,29.20
2025-08-21,13:30:47,31.9,25.98,29.70
2025-08-21,13:46:11,21.3,28.93,28.96
2025-08-21,14:00:41,18.1,28.58,29.03
2025-08-21,14:30:40,20.9,28.85,29.96
2025-08-21,15:00:37,21.0,27.83,28.74
2025-08-21,15:30:41,22.8,28.52,29.88
2025-08-21,16:00:37,21.4,28.54,29.11
2025-08-21,16:30:44,35.4,28.05,29.65
2025-08-21,17:00:40,23.6,28.46,29.31
2025-08-21,17:30:33,17.9,28.62,28.79
2025-08-21,18:00:42,18.3,29.04,28.84
2025-08-21,18:30:39,25.3,28.43,29.29
2025-08-21,19:00:45,24.2,30.45,30.47
2025-08-21,19:30:59,18.5,28.14,30.04
2025-08-21,19:31:24,19.6,28.75,29.09
2025-08-21,20:00:36,17.4,27.48,29.80
2025-08-21,20:30:42,22.9,26.94,29.86
2025-08-21,21:00:42,24.8,26.91,25.52
2025-08-21,21:30:48,25.1,27.09,31.83
2025-08-21,22:00:33,23.7,29.20,29.28
2025-08-21,22:30:45,24.5,27.95,29.66
2025-08-21,23:00:37,26.2,28.45,28.99
2025-08-21,23:16:15,28.8,28.56,29.37
2025-08-21,23:30:41,21.4,28.53,28.78
