Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2026-01-16,00:00:35,27.4,29.35,23.08
2026-01-16,00:30:44,38.2,28.75,26.09
2026-01-16,01:00:39,20.8,28.97,25.42
2026-01-16,01:30:39,40.9,28.35,25.21
2026-01-16,02:00:36,28.2,28.96,25.84
2026-01-16,02:30:41,36.8,28.76,23.28
2026-01-16,03:00:40,20.2,28.87,28.02
2026-01-16,03:30:39,28.7,28.52,30.11
2026-01-16,04:00:34,25.6,28.73,24.72
2026-01-16,04:30:39,20.2,28.40,26.40
2026-01-16,05:04:29,30.8,30.16,29.58
2026-01-16,05:04:56,28.3,28.47,28.94
2026-01-16,05:30:46,34.4,29.27,28.86
2026-01-16,06:00:37,25.8,29.56,29.01
2026-01-16,06:30:40,29.8,29.24,28.97
2026-01-16,07:00:34,33.8,28.32,28.87
2026-01-16,07:30:37,22.3,28.46,30.70
2026-01-16,08:00:35,29.1,29.07,28.89
2026-01-16,08:30:35,31.0,24.79,28.86
2026-01-16,09:00:43,36.5,28.80,30.04
2026-01-16,09:30:40,30.5,24.96,29.40
2026-01-16,10:00:41,29.5,20.48,30.41
2026-01-16,10:30:36,37.3,15.81,29.06
2026-01-16,11:00:38,31.6,23.37,29.40
2026-01-16,11:30:38,39.7,7.84,31.02
2026-01-16,12:00:34,43.7,28.81,28.89
2026-01-16,12:30:43,52.3,27.23,30.95
2026-01-16,13:00:48,46.7,28.20,31.38
2026-01-16,13:30:48,30.1,29.68,29.19
2026-01-16,14:00:46,42.5,9.95,30.01
2026-01-16,14:30:41,41.6,16.55,29.55
2026-01-16,15:00:38,64.4,21.61,30.79
2026-01-16,15:30:40,28.5,22.79,31.34
2026-01-16,16:00:11,0.0,0.00,0.00
2026-01-16,16:38:10,35.4,25.61,26.48
2026-01-16,17:00:35,43.5,28.35,24.22
2026-01-16,17:30:34,41.8,28.83,29.90
2026-01-16,18:00:38,30.8,30.60,29.03
2026-01-16,18:30:45,28.5,31.22,29.23
2026-01-16,19:00:42,51.7,9.45,19.26
2026-01-16,19:30:45,83.4,4.67,14.15
2026-01-16,20:00:53,87.8,1.42,11.44
2026-01-16,20:30:49,85.8,1.06,12.75
2026-01-16,21:00:11,0.0,0.00,0.00
2026-01-16,21:31:18,81.9,1.60,9.75
2026-01-16,22:00:50,93.9,0.95,15.91
2026-01-16,22:30:45,90.8,0.93,10.31
2026-01-16,23:00:43,89.8,2.97,12.41
2026-01-16,23:30:35,36.7,27.08,22.30
