Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-11-24,00:00:32,17.6,28.34,29.00
2025-11-24,00:30:38,16.8,28.67,28.74
2025-11-24,01:00:36,14.7,30.69,28.95
2025-11-24,01:30:36,15.2,28.74,29.09
2025-11-24,02:00:36,14.6,28.39,28.88
2025-11-24,02:30:37,14.4,28.41,28.76
2025-11-24,03:00:37,16.4,28.52,29.91
2025-11-24,03:30:36,15.2,28.75,28.86
2025-11-24,04:00:34,19.3,28.46,29.27
2025-11-24,04:30:37,14.7,28.29,29.10
2025-11-24,05:00:38,19.0,29.91,29.06
2025-11-24,05:30:45,15.0,28.50,28.73
2025-11-24,06:00:36,15.7,28.74,29.03
2025-11-24,06:30:33,15.2,28.79,28.76
2025-11-24,07:00:39,18.4,28.60,29.28
2025-11-24,07:30:36,17.5,28.29,28.58
2025-11-24,08:00:46,25.6,30.22,28.71
2025-11-24,08:30:39,23.9,28.06,29.94
2025-11-24,09:00:39,24.3,28.28,28.87
2025-11-24,09:30:32,19.0,29.17,29.70
2025-11-24,10:00:37,20.8,28.84,28.84
2025-11-24,10:30:49,24.3,30.22,29.60
2025-11-24,11:00:38,18.5,28.60,28.84
2025-11-24,11:30:40,16.4,28.33,29.44
2025-11-24,12:00:31,19.8,29.23,29.82
2025-11-24,12:30:31,25.2,29.11,28.99
2025-11-24,13:00:44,30.0,30.69,28.63
2025-11-24,13:30:37,28.7,31.04,29.63
2025-11-24,14:00:36,23.2,29.69,29.20
2025-11-24,14:30:34,22.0,29.59,30.02
2025-11-24,15:00:41,31.6,30.80,9.66
2025-11-24,15:30:34,25.7,29.43,29.16
2025-11-24,16:00:32,24.7,29.09,29.09
2025-11-24,16:30:33,20.2,28.83,29.94
2025-11-24,17:00:39,21.3,29.47,28.90
2025-11-24,17:30:48,233.2,0.39,23.14
2025-11-24,17:41:27,239.7,0.39,22.73
2025-11-24,18:00:58,225.0,5.02,28.10
2025-11-24,18:28:14,347.8,0.36,28.72
2025-11-24,18:30:51,116.9,0.41,25.72
2025-11-24,19:00:45,42.6,8.17,29.05
2025-11-24,19:22:11,46.6,12.04,30.04
2025-11-24,19:30:45,31.7,14.24,30.77
2025-11-24,20:00:35,86.4,6.66,29.59
2025-11-24,20:30:46,102.5,2.78,29.38
2025-11-24,21:00:49,299.6,1.80,17.81
2025-11-24,21:30:45,88.1,1.49,29.20
2025-11-24,22:00:51,82.9,1.39,29.39
2025-11-24,22:30:43,179.3,2.73,31.23
2025-11-24,23:00:48,78.6,6.56,29.99
2025-11-24,23:30:39,23.6,28.37,29.12
