Date,Time,Ping (ms),Download (Mbps),Upload (Mbps)
2025-08-08,00:00:36,17.6,28.90,28.69
2025-08-08,00:30:50,19.8,28.40,28.89
2025-08-08,01:00:36,20.2,29.46,28.89
2025-08-08,01:30:47,29.9,28.53,28.92
2025-08-08,02:00:35,19.9,28.82,28.88
2025-08-08,02:30:46,19.3,28.91,28.79
2025-08-08,03:00:43,19.4,30.26,28.64
2025-08-08,03:30:43,19.3,29.08,28.80
2025-08-08,04:00:37,21.1,29.36,28.62
2025-08-08,04:30:46,20.0,29.10,29.33
2025-08-08,05:00:38,19.9,28.53,28.82
2025-08-08,05:30:46,20.1,29.01,29.42
2025-08-08,06:00:39,20.0,31.75,29.25
2025-08-08,06:30:42,19.6,28.39,29.11
2025-08-08,07:00:37,20.4,28.67,28.80
2025-08-08,07:30:43,20.3,28.41,28.88
2025-08-08,08:00:40,19.1,28.91,28.97
2025-08-08,08:30:47,19.9,28.50,28.77
2025-08-08,09:00:38,22.5,28.37,28.81
2025-08-08,09:30:40,21.3,28.40,29.56
2025-08-08,10:00:38,21.2,28.58,28.89
2025-08-08,10:30:46,29.5,28.57,28.90
2025-08-08,11:00:38,19.9,28.53,29.54
2025-08-08,11:30:42,19.9,28.49,29.01
2025-08-08,12:00:36,19.9,28.42,28.83
2025-08-08,12:29:05,27.3,28.76,28.95
2025-08-08,12:31:15,22.3,28.48,28.59
2025-08-08,13:01:07,21.8,28.13,28.94
2025-08-08,13:31:07,28.7,29.70,29.96
2025-08-08,14:01:11,19.9,28.65,29.23
2025-08-08,14:31:17,19.7,20.16,29.07
2025-08-08,15:01:05,34.9,28.85,30.77
2025-08-08,15:31:08,32.2,6.08,29.36
2025-08-08,16:01:07,21.9,7.72,28.66
2025-08-08,16:31:18,25.6,6.74,29.64
2025-08-08,17:01:14,23.5,6.71,31.42
2025-08-08,17:31:17,23.3,8.20,29.45
2025-08-08,18:01:07,34.8,8.98,29.99
2025-08-08,18:31:14,29.8,12.12,30.24
2025-08-08,18:51:27,27.9,14.20,28.64
2025-08-08,19:00:35,28.7,17.93,28.22
2025-08-08,19:30:49,19.4,28.55,30.51
2025-08-08,20:00:45,27.0,19.09,28.69
2025-08-08,20:30:49,28.9,27.24,29.78
2025-08-08,21:00:40,24.6,29.65,29.54
2025-08-08,21:30:41,31.8,27.67,28.73
2025-08-08,22:00:48,31.4,6.66,29.56
2025-08-08,22:30:43,24.9,29.53,29.74
2025-08-08,23:00:40,26.0,28.46,28.68
2025-08-08,23:30:50,24.2,28.92,29.45
